,LDAU
2021-09-09,1794.9
2021-09-10,1796.3
2021-09-13,1789.7
2021-09-14,1786.9
2021-09-15,1800.9
2021-09-16,1778.4
2021-09-17,1751.6
2021-09-20,1759.7
2021-09-21,1767.1
2021-09-22,1775.4
2021-09-23,1774
2021-09-24,1754.1
2021-09-27,1747.8
2021-09-28,1738.6
2021-09-29,1742.7
2021-09-30,1728.4
2021-10-01,1758.4
2021-10-04,1750.2
2021-10-05,1756.6
2021-10-06,1749.6
2021-10-07,1760.2
2021-10-08,1758.5
2021-10-11,1754.7
2021-10-12,1759.3
2021-10-13,1769.5
2021-10-14,1798.4
2021-10-15,1783
2021-10-18,1760.8
2021-10-19,1778.4
2021-10-20,1778.2
2021-10-21,1786.4
2021-10-22,1793.3
2021-10-25,1799.3
2021-10-26,1801.8
2021-10-27,1786.4
2021-10-28,1797
2021-10-29,1777
2021-11-01,1786.7
2021-11-02,1793.5
2021-11-03,1780.9
2021-11-04,1776.7
2021-11-05,1793.8
2021-11-08,1817.7
2021-11-09,1825.8
2021-11-10,1825.4
2021-11-11,1861.1
2021-11-12,1861.3
2021-11-15,1862.7
2021-11-16,1872.2
2021-11-17,1858.6
2021-11-18,1863.3
2021-11-19,1861.8
2021-11-22,1843.3
2021-11-23,1797.9
2021-11-24,1789.7
2021-11-25,1792
2021-11-26,1808.5
2021-11-29,1796.8
2021-11-30,1796
2021-12-01,1784.2
2021-12-02,1774.2
2021-12-03,1770.7
2021-12-06,1780.1
2021-12-07,1779.1
2021-12-08,1789.2
2021-12-09,1781.7
2021-12-10,1770.6
2021-12-13,1786.1
2021-12-14,1784.3
2021-12-15,1769
2021-12-16,1785.9
2021-12-17,1807
2021-12-20,1798.4
2021-12-21,1796.3
2021-12-22,1788.4
2021-12-23,1805.8
2021-12-27,1806.6
2021-12-28,1815.2
2021-12-29,1800.9
2021-12-30,1799.4
2021-12-31,1821.7
2022-01-03,1826.8
2022-01-04,1805.7
2022-01-05,1818.3
2022-01-06,1794.2
2022-01-07,1792.9
2022-01-10,1799.5
2022-01-11,1806.1
2022-01-12,1817.6
2022-01-13,1823.6
2022-01-14,1820.9
2022-01-17,1821.4
2022-01-18,1809.7
2022-01-19,1816.9
2022-01-20,1838.5
2022-01-21,1834.1
2022-01-24,1841.2
2022-01-25,1839
2022-01-26,1847.2
2022-01-27,1816.1
2022-01-28,1791.1
2022-01-31,1788.9
2022-02-01,1805.8
2022-02-02,1802.1
2022-02-03,1803.3
2022-02-04,1813
2022-02-07,1811
2022-02-08,1819
2022-02-09,1827.2
2022-02-10,1832.3
2022-02-11,1825.7
2022-02-14,1855.8
2022-02-15,1854.3
2022-02-16,1857.4
2022-02-18,1891.9
2022-02-21,1896.8
2022-02-22,1899.4
2022-02-23,1893
2022-02-24,1959.9
2022-02-25,1887.2
2022-02-28,1901.9
2022-03-01,1915.8
2022-03-02,1933.1
2022-03-03,1930.9
2022-03-04,1941.7
2022-03-07,1996.3
2022-03-08,2002.8
2022-03-09,2009.3
2022-03-11,1989.4
2022-03-14,1965.6
2022-03-15,1929.5
2022-03-16,1918.4
2022-03-17,1943.7
2022-03-18,1933.5
2022-03-21,1926.6
2022-03-22,1927.8
2022-03-23,1931.5
2022-03-24,1942.8
2022-03-25,1952.5
2022-03-28,1931.3
2022-03-30,1920.1
2022-03-31,1924.6
2022-04-01,1932.2
2022-04-04,1926
2022-04-05,1928.7
2022-04-06,1929.2
2022-04-07,1927.5
2022-04-08,1933.6
2022-04-11,1957.2
2022-04-12,1954.8
2022-04-13,1978.5
2022-04-14,1968.6
2022-04-18,1991.6
2022-04-19,1975.5
2022-04-20,1952
2022-04-21,1944.9
2022-04-22,1943.2
2022-04-25,1915.2
2022-04-26,1906.4
2022-04-27,1896.1
2022-04-28,1887.4
2022-04-29,1916.1
2022-05-02,1885.3
2022-05-03,1862.4
2022-05-04,1885.5
2022-05-10,1850.6
2022-05-13,1846.5
2022-05-30,1842.8
2022-06-13,1855.3
2022-06-15,1824.8
2022-06-16,1822.2
2022-06-17,1846.6
2022-06-20,1838.5
2022-06-22,1829.4
2022-06-23,1829.6
2022-06-24,1826.8
2022-06-27,1837.2
2022-06-28,1824.6
2022-06-29,1818.4
2022-06-30,1810.8
2022-07-01,1791.8
2022-07-04,1805.4
2022-07-05,1803.3
2022-07-06,1762
2022-07-07,1741.9
2022-07-08,1740.1
2022-07-11,1735.6
2022-07-12,1732.8
2022-07-13,1727.6
2022-07-14,1713.6
2022-07-15,1701.7
2022-07-18,1719.8
2022-07-19,1714.8
2022-07-20,1712.1
2022-07-21,1684
2022-07-22,1722.1
2022-07-25,1729.8
2022-07-26,1720.4
2022-07-27,1722.8
2022-07-28,1740.1
2022-07-29,1759.7
2022-08-01,1773.2
2022-08-02,1775.3
2022-08-03,1761.3
2022-08-04,1779.3
2022-08-05,1786.6
2022-08-08,1777.3
2022-08-09,1791.8
2022-08-10,1793.7
2022-08-11,1789.7
2022-08-12,1787.3
2022-08-15,1775.2
2022-08-16,1774.6
2022-08-17,1771.6
2022-08-18,1769.3
2022-08-19,1750.6
2022-08-22,1736.3
2022-08-24,1746.5
2022-08-25,1762.5
2022-08-26,1747.9
2022-08-29,1726
2022-08-30,1734.6
2022-08-31,1711.5
2022-09-01,1702.5
2022-09-02,1705.1
2022-09-05,1714
2022-09-06,1712.3
2022-09-07,1704.2
2022-09-08,1721.5
2022-09-09,1726.3
2022-09-12,1725
2022-09-14,1704.7
2022-09-15,1688.8
2022-09-16,1661.7
2022-09-19,1664.2
2022-09-20,1669.2
2022-09-21,1675.2
2022-09-22,1667.3
2022-09-23,1655.8
2022-09-26,1640.1
2022-09-27,1636.3
2022-09-28,1627.1
2022-09-29,1648
2022-09-30,1666
2022-10-03,1661.4
2022-10-05,1708
2022-10-06,1714.6
2022-10-07,1706.7
2022-10-10,1678.7
2022-10-11,1662.8
2022-10-12,1669.2
2022-10-13,1674.8
2022-10-14,1657.4
2022-10-17,1655.2
2022-10-18,1652.3
2022-10-19,1636.3
2022-10-20,1632.7
2022-10-21,1625
2022-10-24,1648.7
2022-10-25,1639.8
2022-10-26,1667.3
2022-10-27,1661.5
2022-10-28,1649.1
2022-10-31,1637.9
2022-11-01,1649.6
2022-11-02,1655.3
2022-11-03,1619.9
2022-11-04,1648.4
2022-11-07,1678.3
2022-11-08,1670.7
2022-11-09,1705.6
2022-11-10,1704.7
2022-11-11,1764
2022-11-14,1757.5
2022-11-15,1775
2022-11-16,1782.7
2022-11-17,1765.4
2022-11-18,1763.2
2022-11-21,1740.1
2022-11-22,1746.9
2022-11-23,1735.6
2022-11-24,1756.3
2022-11-25,1753.4
2022-11-28,1762.5
2022-11-29,1755
2022-11-30,1759.6
2022-12-01,1779.4
2022-12-02,1800.6
2022-12-05,1794.5
2022-12-06,1773
2022-12-07,1772.6
2022-12-08,1784.1
2022-12-09,1793.7
2022-12-12,1791.5
2022-12-13,1785.4
2022-12-14,1808.9
2022-12-15,1777.5
2022-12-16,1779.8
