day,close
2018-09-21,1196.06
2018-09-24,1201.37
2018-09-25,1201.26
2018-09-26,1194.67
2018-09-27,1184.02
2018-09-28,1192.49
2018-10-01,1188.4
2018-10-02,1203.587
2018-10-03,1199.752
2018-10-04,1201.29
2018-10-05,1201.1
2018-10-08,1185.67
2018-10-09,1189.09
2018-10-10,1189.4
2018-10-11,1219.39
2018-10-12,1219.56
2018-10-15,1228.13
2018-10-16,1228.2
2018-10-17,1226.45
2018-10-18,1229.43
2018-10-19,1226.63
2018-10-22,1221.43
2018-10-23,1233.5
2018-10-24,1228.66
2018-10-25,1229.56
2018-10-26,1239.52
2018-10-29,1230.13
2018-10-30,1224.25
2018-10-31,1216.69
2018-11-01,1230.56
2018-11-02,1231.43
2018-11-05,1231.2
2018-11-06,1228.36
2018-11-07,1227.64
2018-11-08,1224.15
2018-11-09,1212.38
2018-11-12,1204.13
2018-11-13,1203.17
2018-11-14,1201.6
2018-11-15,1213.46
2018-11-16,1220.78
2018-11-19,1222.58
2018-11-20,1223.28
2018-11-21,1226.45
2018-11-22,1227.44
2018-11-23,1222.81
2018-11-26,1222.94
2018-11-27,1214.68
2018-11-28,1212.81
2018-11-29,1227.66
2018-11-30,1218.44
2018-12-03,1232.45
2018-12-04,1238.47
2018-12-05,1237.36
2018-12-06,1241.95
2018-12-07,1245.09
2018-12-10,1245.27
2018-12-11,1243.66
2018-12-12,1245.76
2018-12-13,1243.06
2018-12-14,1236.11
2018-12-17,1242.3
2018-12-18,1246.42
2018-12-19,1254.64
2018-12-20,1256.46
2018-12-21,1259.61
2018-12-24,1265.74
2018-12-25,1269.07
2018-12-26,1278.25
2018-12-27,1274.82
2018-12-28,1278.26
2018-12-31,1280.42
2019-01-01,1282.2
2019-01-02,1285.74
2019-01-03,1289.29
2019-01-04,1282.67
2019-01-07,1288.17
2019-01-08,1284.75
2019-01-09,1290.4
2019-01-10,1289.85
2019-01-11,1290.2
2019-01-14,1290.2
2019-01-15,1290.85
2019-01-16,1293.14
2019-01-17,1290.61
2019-01-18,1283.56
2019-01-21,1280.41
2019-01-22,1280.52
2019-01-23,1282.11
2019-01-24,1282.1
2019-01-25,1297.43
2019-01-28,1302.77
2019-01-29,1310.75
2019-01-30,1312.01
2019-01-31,1322.5
2019-02-01,1318.19
2019-02-04,1313.65
2019-02-05,1314.66
2019-02-06,1312.24
2019-02-07,1308.93
2019-02-08,1313.68
2019-02-11,1308.4
2019-02-12,1309.77
2019-02-13,1314.59
2019-02-14,1309.61
2019-02-15,1314.49
2019-02-18,1325.52
2019-02-19,1338.16
2019-02-20,1344.73
2019-02-21,1331.87
2019-02-22,1329.22
2019-02-25,1329.2
2019-02-26,1327.17
2019-02-27,1323.54
2019-02-28,1315.62
2019-03-01,1305.51
2019-03-04,1285.75
2019-03-05,1284.15
2019-03-06,1286.78
2019-03-07,1286.86
2019-03-08,1297.07
2019-03-11,1292.94
2019-03-12,1297.26
2019-03-13,1308.06
2019-03-14,1295.37
2019-03-15,1301.89
2019-03-18,1303.95
2019-03-19,1307.81
2019-03-20,1300.39
2019-03-21,1310.25
2019-03-22,1313.41
2019-03-25,1321.56
2019-03-26,1314.22
2019-03-27,1311.53
2019-03-28,1292.23
2019-03-29,1295.55
2019-04-01,1290.64
2019-04-02,1290.18
2019-04-03,1290.27
2019-04-04,1287.79
2019-04-05,1292.07
2019-04-08,1297.69
2019-04-09,1306.15
2019-04-10,1307.98
2019-04-11,1294.88
2019-04-12,1291.38
2019-04-15,1288.95
2019-04-16,1275.65
2019-04-17,1274.32
2019-04-18,1273.86
2019-04-22,1274.28
2019-04-23,1271.83
2019-04-24,1277.42
2019-04-25,1278.23
2019-04-26,1287.87
2019-04-29,1278.46
2019-04-30,1283.75
2019-05-01,1281.8
2019-05-02,1271.49
2019-05-03,1279.116
2019-05-06,1280.68
2019-05-07,1284.14
2019-05-08,1281.35
2019-05-09,1285.43
2019-05-10,1288.88
2019-05-13,1297.88
2019-05-14,1294.5
2019-05-15,1296.2
2019-05-16,1285.24
2019-05-17,1277.03
2019-05-20,1277.11
2019-05-21,1273.56
2019-05-22,1276.12
2019-05-23,1286.38
2019-05-24,1283.98
2019-05-27,1284.97
2019-05-28,1279.43
2019-05-29,1283.34
2019-05-30,1287.5
2019-05-31,1301.92
2019-06-03,1319.34
2019-06-04,1322.47
2019-06-05,1328.56
2019-06-06,1338.45
2019-06-07,1339.64
2019-06-10,1328.22
2019-06-11,1325.82
2019-06-12,1335.47
2019-06-13,1339.15
2019-06-14,1349.77
2019-06-17,1340.78
2019-06-18,1345.73
2019-06-19,1344.84
2019-06-20,1385.61
2019-06-21,1397.72
2019-06-24,1413.67
2019-06-25,1429.88
2019-06-26,1413.38
2019-06-27,1406.06
2019-06-28,1411.55
2019-07-01,1389.46
2019-07-02,1403.53
2019-07-03,1418.01
2019-07-04,1415.75
2019-07-05,1396.81
2019-07-08,1394.61
2019-07-09,1397.64
2019-07-10,1409.88
2019-07-11,1412.12
2019-07-12,1408.07
2019-07-15,1412.59
2019-07-16,1404.91
2019-07-17,1423.55
2019-07-18,1428.31
2019-07-19,1425.22
2019-07-22,1425.41
2019-07-23,1417.68
2019-07-24,1425.71
2019-07-25,1414.43
2019-07-26,1418.75
2019-07-29,1420.96
2019-07-30,1427.76
2019-07-31,1428.13
2019-08-01,1415.53
2019-08-02,1446.39
2019-08-05,1464.03
2019-08-06,1469.19
2019-08-07,1506.86
2019-08-08,1497.36
2019-08-09,1503.44
2019-08-12,1506.19
2019-08-13,1502.19
2019-08-14,1516.21
2019-08-15,1523.14
2019-08-16,1513.37
2019-08-19,1495.77
2019-08-20,1507.05
2019-08-21,1502.5
2019-08-22,1497.91
2019-08-23,1526.81
2019-08-26,1527.16
2019-08-27,1542.66
2019-08-28,1538.86
2019-08-29,1527.48
2019-08-30,1520.23
2019-09-02,1529.23
2019-09-03,1546.95
2019-09-04,1552.4
2019-09-05,1518.9
2019-09-06,1506.67
2019-09-09,1498.98
2019-09-10,1485.63
2019-09-11,1497.05
2019-09-12,1499.11
2019-09-13,1488.38
2019-09-16,1498.28
2019-09-17,1501.23
2019-09-18,1493.85
2019-09-19,1498.88
2019-09-20,1516.75
2019-09-23,1522.09
2019-09-24,1531.72
2019-09-25,1503.9
2019-09-26,1504.63
2019-09-27,1496.86
2019-09-30,1472.35
2019-10-01,1478.99
2019-10-02,1499.31
2019-10-03,1505.04
2019-10-04,1504.51
2019-10-07,1493.35
2019-10-08,1505.36
2019-10-09,1505.42
2019-10-10,1493.85
2019-10-11,1488.86
2019-10-14,1493.06
2019-10-15,1480.86
2019-10-16,1489.98
2019-10-17,1491.72
2019-10-18,1489.9
2019-10-21,1484.35
2019-10-22,1487.53
2019-10-23,1491.97
2019-10-24,1503.83
2019-10-25,1504.48
2019-10-28,1491.94
2019-10-29,1487.07
2019-10-30,1495.58
2019-10-31,1512.17
2019-11-01,1514.19
2019-11-04,1509.67
2019-11-05,1483.46
2019-11-06,1490.42
2019-11-07,1468.33
2019-11-08,1458.85
2019-11-11,1455.71
2019-11-12,1456.17
2019-11-13,1463.43
2019-11-14,1471.25
2019-11-15,1468.06
2019-11-18,1471.36
2019-11-19,1472.31
2019-11-20,1471.46
2019-11-21,1464.26
2019-11-22,1461.78
2019-11-25,1455.11
2019-11-26,1461.23
2019-11-27,1454.29
2019-11-28,1459.67
2019-11-29,1463.9
2019-12-02,1462.29
2019-12-03,1477.46
2019-12-04,1474.44
2019-12-05,1475.85
2019-12-06,1460.02
2019-12-09,1461.53
2019-12-10,1464.24
2019-12-11,1474.73
2019-12-12,1469.65
2019-12-13,1476.18
2019-12-16,1476.03
2019-12-17,1476.07
2019-12-18,1475.25
2019-12-19,1478.65
2019-12-20,1481.49
2019-12-23,1485.64
2019-12-24,1499.49
2019-12-26,1511.38
2019-12-27,1510.41
2019-12-30,1515.01
2019-12-31,1517.23
2020-01-02,1528.98
2020-01-03,1552.05
2020-01-06,1565.59
2020-01-07,1574.22
2020-01-08,1556.26
2020-01-09,1552.17
2020-01-10,1562.19
2020-01-13,1547.73
2020-01-14,1546.24
2020-01-15,1556.1
2020-01-16,1552.36
2020-01-17,1557.09
2020-01-20,1560.66
2020-01-21,1558.02
2020-01-22,1558.63
2020-01-23,1562.79
2020-01-24,1571.38
2020-01-27,1581.91
2020-01-28,1567.02
2020-01-29,1576.68
2020-01-30,1574.13
2020-01-31,1589.01
2020-02-03,1576.55
2020-02-04,1552.77
2020-02-05,1555.87
2020-02-06,1566.51
2020-02-07,1570.29
2020-02-10,1572.0
2020-02-11,1567.74
2020-02-12,1565.91
2020-02-13,1575.85
2020-02-14,1583.91
2020-02-17,1581.04
2020-02-18,1601.46
2020-02-19,1611.55
2020-02-20,1619.41
2020-02-21,1643.26
2020-02-24,1659.23
2020-02-25,1634.99
2020-02-26,1640.82
2020-02-27,1644.86
2020-02-28,1585.54
2020-03-02,1589.29
2020-03-03,1640.75
2020-03-04,1636.78
2020-03-05,1672.08
2020-03-06,1673.68
2020-03-09,1680.32
2020-03-10,1649.25
2020-03-11,1634.89
2020-03-12,1576.0
2020-03-13,1529.68
2020-03-16,1513.95
2020-03-17,1528.15
2020-03-18,1485.9
2020-03-19,1471.1
2020-03-20,1498.5
2020-03-23,1553.09
2020-03-24,1632.17
2020-03-25,1616.75
2020-03-26,1631.19
2020-03-27,1628.01
2020-03-30,1622.42
2020-03-31,1576.19
2020-04-01,1589.43
2020-04-02,1614.1
2020-04-03,1621.1
2016-01-25,1106.56
2016-01-26,1116.65
2016-01-27,1116.72
2016-01-28,1115.45
2020-04-06,1666.37
2020-04-07,1657.6
2020-04-08,1645.55
2020-04-09,1683.58
2020-04-13,1715.19
2020-04-14,1721.41
2020-04-15,1716.88
2020-04-16,1717.55
2020-04-17,1682.67
2020-04-20,1695.5
2020-04-21,1686.05
2020-04-22,1713.93
2020-04-23,1730.36
2020-04-24,1729.45
2020-04-27,1713.84
2020-04-28,1704.11
2020-04-29,1713.26
2020-04-30,1686.35
2020-05-01,1700.27
2020-05-04,1701.92
2020-05-05,1705.77
2020-05-06,1685.56
2020-05-07,1715.91
2020-05-08,1702.55
2020-05-11,1697.8
2020-05-12,1702.55
2020-05-13,1716.13
2020-05-14,1730.15
2020-05-15,1743.52
2020-05-18,1732.4
2020-05-19,1744.9
2020-05-20,1749.39
2020-05-21,1726.85
2020-05-22,1734.53
2020-05-25,1728.11
2020-05-26,1710.43
2020-05-27,1709.32
2020-05-28,1718.18
2020-05-29,1730.12
2020-06-01,1739.4
2020-06-02,1727.56
2020-06-03,1699.52
2020-06-04,1713.86
2020-06-05,1684.91
2020-06-08,1698.38
2020-06-09,1715.18
2020-06-10,1738.55
2020-06-11,1727.55
2020-06-12,1730.6
2020-06-15,1725.01
2020-06-16,1726.38
2020-06-17,1726.8
2020-06-18,1722.78
2020-06-19,1743.72
2020-06-22,1754.28
2020-06-23,1768.26
2020-06-24,1761.02
2020-06-25,1763.64
2020-06-26,1771.14
2020-06-29,1772.67
2020-06-30,1780.81
2020-07-01,1769.94
2020-07-02,1775.23
2020-07-03,1775.17
2020-07-06,1784.53
2020-07-07,1794.71
