xx,TRADE_DATE,SECURITY_CODE,SECURITY_ABBR,CALL_VOLUME,PUT_VOLUME,TOTAL_VOLUME,LEAVES_CALL_QTY,LEAVES_PUT_QTY,LEAVES_QTY,CJ_PC,CCL_PC
2.02e+13,20171011,510050,50ETF,363362,194406,557768,911940,700309,1612249,53.5,76.79
2.02e+13,20171012,510050,50ETF,305794,187453,493247,901360,714941,1616301,61.3,79.32
2.02e+13,20171013,510050,50ETF,241432,142289,383721,913226,721547,1634773,58.94,79.01
2.02e+13,20171016,510050,50ETF,430291,267279,697570,879354,724440,1603794,62.12,82.38
2.02e+13,20171017,510050,50ETF,312225,199481,511706,884138,724341,1608479,63.89,81.93
2.02e+13,20171018,510050,50ETF,444851,276386,721237,816508,729212,1545720,62.13,89.31
2.02e+13,20171019,510050,50ETF,426364,249264,675628,820766,737797,1558563,58.46,89.89
2.02e+13,20171020,510050,50ETF,345830,248112,593942,838021,739546,1577567,71.74,88.25
2.02e+13,20171023,510050,50ETF,313052,184687,497739,834736,744341,1579077,59.0,89.17
2.02e+13,20171024,510050,50ETF,592148,319722,911870,775119,780222,1555341,53.99,100.66
2.02e+13,20171025,510050,50ETF,461486,259079,720565,585001,606398,1191399,56.14,103.66
2.02e+13,20171026,510050,50ETF,599039,451094,1050133,599526,658753,1258279,75.3,109.88
2.02e+13,20171027,510050,50ETF,675187,511376,1186563,623595,718737,1342332,75.74,115.26
2.02e+13,20171030,510050,50ETF,661698,466059,1127757,642783,735679,1378462,70.43,114.45
2.02e+13,20171031,510050,50ETF,311481,244351,555832,677220,751136,1428356,78.45,110.91
2.02e+13,20171101,510050,50ETF,591732,394275,986007,694656,769127,1463783,66.63,110.72
2.02e+13,20171102,510050,50ETF,389116,287427,676543,713440,779901,1493341,73.87,109.32
2.02e+13,20171103,510050,50ETF,406059,331074,737133,732239,786939,1519178,81.53,107.47
2.02e+13,20171106,510050,50ETF,336727,252485,589212,762397,802851,1565248,74.98,105.31
2.02e+13,20171107,510050,50ETF,705961,482089,1188050,709556,813397,1522953,68.29,114.63
2.02e+13,20171108,510050,50ETF,745447,485585,1231032,729524,843396,1572920,65.14,115.61
2.02e+13,20171109,510050,50ETF,448214,335168,783382,757955,853156,1611111,74.78,112.56
2.02e+13,20171110,510050,50ETF,886673,551373,1438046,685694,904080,1589774,62.18,131.85
2.02e+13,20171113,510050,50ETF,669791,464504,1134295,688608,940941,1629549,69.35,136.64
2.02e+13,20171114,510050,50ETF,562933,439283,1002216,736423,952746,1689169,78.03,129.37
2.02e+13,20171115,510050,50ETF,532741,409068,941809,787754,950607,1738361,76.79,120.67
2.02e+13,20171116,510050,50ETF,647352,457670,1105022,759297,961122,1720419,70.7,126.58
2.02e+13,20171117,510050,50ETF,1066165,666340,1732505,670802,982198,1653000,62.5,146.42
2.02e+13,20171120,510050,50ETF,1030607,690981,1721588,673189,1012623,1685812,67.05,150.42
2.02e+13,20171121,510050,50ETF,1234967,754956,1989923,635393,1048262,1683655,61.13,164.98
2.02e+13,20171122,510050,50ETF,913299,608176,1521475,592817,800070,1392887,66.59,134.96
2.02e+13,20171123,510050,50ETF,894317,632320,1526637,733374,823865,1557239,70.7,112.34
2.02e+13,20171124,510050,50ETF,873111,728058,1601169,782817,820139,1602956,83.39,104.77
2.02e+13,20171127,510050,50ETF,826365,629313,1455678,834777,829752,1664529,76.15,99.4
2.02e+13,20171128,510050,XD50ETF,580522,474875,1055397,898237,850925,1749162,81.8,94.73
2.02e+13,20171129,510050,50ETF,758161,617392,1375553,954496,863109,1817605,81.43,90.43
2.02e+13,20171130,510050,50ETF,686114,523404,1209518,1000452,873138,1873590,76.29,87.27
2.02e+13,20171201,510050,50ETF,631920,591880,1223800,1029663,847143,1876806,93.66,82.27
2.02e+13,20171204,510050,50ETF,651756,494929,1146685,1010660,856833,1867493,75.94,84.78
2.02e+13,20171205,510050,50ETF,877486,643232,1520718,953496,880347,1833843,73.3,92.33
2.02e+13,20171206,510050,50ETF,746478,663016,1409494,997340,890097,1887437,88.82,89.25
2.02e+13,20171207,510050,50ETF,656493,543248,1199741,1029976,888346,1918322,82.75,86.25
2.02e+13,20171208,510050,50ETF,632153,494748,1126901,1043461,902907,1946368,78.26,86.53
2.02e+13,20171211,510050,50ETF,497031,383581,880612,1039536,913575,1953111,77.17,87.88
2.02e+13,20171212,510050,50ETF,559865,441813,1001678,1076835,931484,2008319,78.91,86.5
2.02e+13,20171213,510050,50ETF,630714,516816,1147530,1090505,933242,2023747,81.94,85.58
2.02e+13,20171214,510050,50ETF,505097,458800,963897,1093646,933396,2027042,90.83,85.35
2.02e+13,20171215,510050,50ETF,650354,572764,1223118,1122375,935229,2057604,88.07,83.33
2.02e+13,20171218,510050,50ETF,592697,544519,1137216,1133505,929164,2062669,91.87,81.97
2.02e+13,20171219,510050,50ETF,740515,501825,1242340,1083948,936917,2020865,67.77,86.44
2.02e+13,20171220,510050,50ETF,672038,488168,1160206,1074597,942906,2017503,72.64,87.75
2.02e+13,20171221,510050,50ETF,783777,529209,1312986,1064103,949537,2013640,67.52,89.23
2.02e+13,20171222,510050,50ETF,443917,299071,742988,1102165,944964,2047129,67.37,85.74
2.02e+13,20171225,510050,50ETF,773491,517634,1291125,1086430,924836,2011266,66.92,85.13
2.02e+13,20171226,510050,50ETF,620833,463887,1084720,1072634,922495,1995129,74.72,86.0
2.02e+13,20171227,510050,50ETF,678419,558138,1236557,764144,562709,1326853,82.27,73.64
2.02e+13,20171228,510050,50ETF,619301,465693,1084994,816607,604977,1421584,75.2,74.08
2.02e+13,20171229,510050,50ETF,432873,290595,723468,845421,627022,1472443,67.13,74.17
2.02e+13,20180102,510050,50ETF,633006,442241,1075247,816327,659717,1476044,69.86,80.82
2.02e+13,20180103,510050,50ETF,803843,561355,1365198,823816,693536,1517352,69.83,84.19
2.02e+13,20180104,510050,50ETF,442119,337471,779590,831621,722778,1554399,76.33,86.91
2.02e+13,20180105,510050,50ETF,421554,335530,757084,832773,747358,1580131,79.59,89.74
2.02e+13,20180108,510050,50ETF,435278,335490,770768,844846,780010,1624856,77.07,92.33
2.02e+13,20180109,510050,50ETF,536268,458346,994614,822730,804727,1627457,85.47,97.81
2.02e+13,20180110,510050,50ETF,764076,634436,1398512,804980,849773,1654753,83.03,105.56
2.02e+13,20180111,510050,50ETF,650540,453762,1104302,827049,883188,1710237,69.75,106.79
2.02e+13,20180112,510050,50ETF,665120,495435,1160555,814769,927940,1742709,74.49,113.89
2.02e+13,20180115,510050,50ETF,1109116,707267,1816383,798765,979178,1777943,63.77,122.59
2.02e+13,20180116,510050,50ETF,798829,523308,1322137,827519,998773,1826292,65.51,120.69
2.02e+13,20180117,510050,50ETF,1386398,923379,2309777,802264,1036461,1838725,66.6,129.19
2.02e+13,20180118,510050,50ETF,882066,544009,1426075,815155,1042515,1857670,61.67,127.89
2.02e+13,20180119,510050,50ETF,1042081,692865,1734946,800935,1070141,1871076,66.49,133.61
2.02e+13,20180122,510050,50ETF,722730,594248,1316978,808248,1073109,1881357,82.22,132.77
2.02e+13,20180123,510050,50ETF,969106,649676,1618782,788056,1090480,1878536,67.04,138.38
2.02e+13,20180124,510050,50ETF,999390,651243,1650633,647790,706612,1354402,65.16,109.08
2.02e+13,20180125,510050,50ETF,776237,618912,1395149,717502,805108,1522610,79.73,112.21
2.02e+13,20180126,510050,50ETF,633928,489101,1123029,756775,844075,1600850,77.15,111.54
2.02e+13,20180129,510050,50ETF,676034,565385,1241419,831977,866780,1698757,83.63,104.18
2.02e+13,20180130,510050,50ETF,604152,486223,1090375,863142,863361,1726503,80.48,100.03
2.02e+13,20180131,510050,50ETF,554223,424829,979052,888021,854390,1742411,76.65,96.21
2.02e+13,20180201,510050,50ETF,569279,420205,989484,892065,875786,1767851,73.81,98.18
2.02e+13,20180202,510050,50ETF,573087,455973,1029060,909987,890556,1800543,79.56,97.86
2.02e+13,20180205,510050,50ETF,594009,438857,1032866,899658,929107,1828765,73.88,103.27
2.02e+13,20180206,510050,50ETF,819963,725441,1545404,969961,896951,1866912,88.47,92.47
2.02e+13,20180207,510050,50ETF,1058222,970611,2028833,1025521,840710,1866231,91.72,81.98
2.02e+13,20180208,510050,50ETF,1063718,934618,1998336,1114271,747980,1862251,87.86,67.13
2.02e+13,20180209,510050,50ETF,1234724,1049411,2284135,1049613,566983,1616596,84.99,54.02
2.02e+13,20180212,510050,50ETF,822245,565457,1387702,1057866,561472,1619338,68.77,53.08
2.02e+13,20180213,510050,50ETF,622626,476802,1099428,1031547,568896,1600443,76.58,55.15
2.02e+13,20180214,510050,50ETF,358295,282596,640891,1026837,588887,1615724,78.87,57.35
2.02e+13,20180222,510050,50ETF,425346,388735,814081,1014104,631034,1645138,91.39,62.23
2.02e+13,20180223,510050,50ETF,496721,415952,912673,1008950,654694,1663644,83.74,64.89
2.02e+13,20180226,510050,50ETF,554878,495132,1050010,1023658,672472,1696130,89.23,65.69
2.02e+13,20180227,510050,50ETF,574343,540895,1115238,1044296,685451,1729747,94.18,65.64
2.02e+13,20180228,510050,50ETF,540996,553490,1094486,726430,533069,1259499,102.31,73.38
2.02e+13,20180301,510050,50ETF,455895,425756,881651,799562,565887,1365449,93.39,70.77
2.02e+13,20180302,510050,50ETF,374976,342961,717937,834491,585302,1419793,91.46,70.14
2.02e+13,20180305,510050,50ETF,425777,388089,813866,860015,610050,1470065,91.15,70.93
2.02e+13,20180306,510050,50ETF,480084,398394,878478,885686,616159,1501845,82.98,69.57
2.02e+13,20180307,510050,50ETF,530804,383471,914275,912977,638601,1551578,72.24,69.95
2.02e+13,20180308,510050,50ETF,340018,266816,606834,917038,646473,1563511,78.47,70.5
2.02e+13,20180309,510050,50ETF,313883,271223,585106,936719,655334,1592053,86.41,69.96
2.02e+13,20180312,510050,50ETF,357254,257545,614799,980030,665224,1645254,72.09,67.88
2.02e+13,20180313,510050,50ETF,416033,299112,715145,996560,676899,1673459,71.9,67.92
2.02e+13,20180314,510050,50ETF,371080,314871,685951,1000852,673849,1674701,84.85,67.33
2.02e+13,20180315,510050,50ETF,326183,286914,613097,1007457,687731,1695188,87.96,68.26
2.02e+13,20180316,510050,50ETF,388307,354418,742725,1014292,693994,1708286,91.27,68.42
2.02e+13,20180319,510050,50ETF,388463,356616,745079,1012919,713244,1726163,91.8,70.41
2.02e+13,20180320,510050,50ETF,418485,351093,769578,1011918,724959,1736877,83.9,71.64
2.02e+13,20180321,510050,50ETF,515582,481122,996704,1019332,741804,1761136,93.32,72.77
2.02e+13,20180322,510050,50ETF,549494,553224,1102718,1029853,722969,1752822,100.68,70.2
2.02e+13,20180323,510050,50ETF,818394,914006,1732400,1026436,665392,1691828,111.68,64.83
2.02e+13,20180326,510050,50ETF,728742,741874,1470616,1045913,608986,1654899,101.8,58.23
2.02e+13,20180327,510050,50ETF,628316,550710,1179026,1097320,604418,1701738,87.65,55.08
2.02e+13,20180328,510050,50ETF,618399,670867,1289266,695197,420833,1116030,108.48,60.53
2.02e+13,20180329,510050,50ETF,692441,616734,1309175,761187,446325,1207512,89.07,58.64
2.02e+13,20180330,510050,50ETF,371732,320089,691821,825171,478161,1303332,86.11,57.95
2.02e+13,20180402,510050,50ETF,385647,314638,700285,848192,498888,1347080,81.59,58.82
2.02e+13,20180403,510050,50ETF,405451,371386,776837,868463,520985,1389448,91.6,59.99
2.02e+13,20180404,510050,50ETF,360573,304329,664902,884958,538012,1422970,84.4,60.8
2.02e+13,20180409,510050,50ETF,316182,274921,591103,910760,546378,1457138,86.95,59.99
2.02e+13,20180410,510050,50ETF,520546,411807,932353,879463,564873,1444336,79.11,64.23
2.02e+13,20180411,510050,50ETF,511971,413640,925611,883716,592319,1476035,80.79,67.03
2.02e+13,20180412,510050,50ETF,408939,358056,766995,942049,590866,1532915,87.56,62.72
2.02e+13,20180413,510050,50ETF,406994,396712,803706,980605,598853,1579458,97.47,61.07
2.02e+13,20180416,510050,50ETF,624614,617173,1241787,1015645,583493,1599138,98.81,57.45
2.02e+13,20180417,510050,50ETF,583072,578035,1161107,1048929,592169,1641098,99.14,56.45
2.02e+13,20180418,510050,50ETF,648408,555474,1203882,1085725,592964,1678689,85.67,54.61
2.02e+13,20180419,510050,50ETF,632070,493178,1125248,1045264,593315,1638579,78.03,56.76
2.02e+13,20180420,510050,50ETF,580318,541602,1121920,1032666,579270,1611936,93.33,56.09
2.02e+13,20180423,510050,50ETF,563026,511857,1074883,1037518,569999,1607517,90.91,54.94
2.02e+13,20180424,510050,50ETF,814815,620654,1435469,997846,571644,1569490,76.17,57.29
2.02e+13,20180425,510050,50ETF,451093,395753,846846,690653,431295,1121948,87.73,62.45
2.02e+13,20180426,510050,50ETF,448625,385117,833742,780013,464195,1244208,85.84,59.51
2.02e+13,20180427,510050,50ETF,546821,465529,1012350,866857,495168,1362025,85.13,57.12
2.02e+13,20180502,510050,50ETF,347051,260597,607648,915152,511848,1427000,75.09,55.93
2.02e+13,20180503,510050,50ETF,416879,312223,729102,934497,525632,1460129,74.9,56.25
2.02e+13,20180504,510050,50ETF,304832,256166,560998,965847,553615,1519462,84.04,57.32
2.02e+13,20180507,510050,50ETF,436116,306783,742899,967822,556022,1523844,70.34,57.45
2.02e+13,20180508,510050,50ETF,582669,446211,1028880,925634,572903,1498537,76.58,61.89
2.02e+13,20180509,510050,50ETF,338844,290747,629591,946706,593083,1539789,85.81,62.65
2.02e+13,20180510,510050,50ETF,379196,369011,748207,972834,623110,1595944,97.31,64.05
2.02e+13,20180511,510050,50ETF,363924,304023,667947,982400,639796,1622196,83.54,65.13
2.02e+13,20180514,510050,50ETF,511139,403540,914679,969025,662086,1631111,78.95,68.32
2.02e+13,20180515,510050,50ETF,452715,377038,829753,992663,672506,1665169,83.28,67.75
2.02e+13,20180516,510050,50ETF,515508,444866,960374,981398,656335,1637733,86.3,66.88
2.02e+13,20180517,510050,50ETF,529524,427659,957183,1001890,653630,1655520,80.76,65.24
2.02e+13,20180518,510050,50ETF,766727,541858,1308585,1012541,673447,1685988,70.67,66.51
2.02e+13,20180521,510050,50ETF,682052,492669,1174721,1035541,682561,1718102,72.23,65.91
2.02e+13,20180522,510050,50ETF,575677,473889,1049566,1056196,676760,1732956,82.32,64.08
2.02e+13,20180523,510050,50ETF,554722,471763,1026485,818907,498153,1317060,85.04,60.83
2.02e+13,20180524,510050,50ETF,402138,331211,733349,893841,545168,1439009,82.36,60.99
2.02e+13,20180525,510050,50ETF,395308,294204,689512,928288,565279,1493567,74.42,60.89
2.02e+13,20180528,510050,50ETF,363825,257115,620940,974057,581066,1555123,70.67,59.65
2.02e+13,20180529,510050,50ETF,428644,335615,764259,1001947,594566,1596513,78.3,59.34
2.02e+13,20180530,510050,50ETF,553958,559114,1113072,1023703,597659,1621362,100.93,58.38
2.02e+13,20180531,510050,50ETF,535835,432270,968105,1032117,617644,1649761,80.67,59.84
2.02e+13,20180601,510050,50ETF,406459,338338,744797,1036081,630038,1666119,83.24,60.81
2.02e+13,20180604,510050,50ETF,469698,371238,840936,1003675,648151,1651826,79.04,64.58
2.02e+13,20180605,510050,50ETF,367677,297509,665186,1001807,665992,1667799,80.92,66.48
2.02e+13,20180606,510050,50ETF,248343,219832,468175,1023247,677788,1701035,88.52,66.24
2.02e+13,20180607,510050,50ETF,419087,363165,782252,1007739,689743,1697482,86.66,68.44
2.02e+13,20180608,510050,50ETF,441166,457572,898738,1024758,675414,1700172,103.72,65.91
2.02e+13,20180611,510050,50ETF,409909,384046,793955,1041951,683553,1725504,93.69,65.6
2.02e+13,20180612,510050,50ETF,513322,408352,921674,1011919,703919,1715838,79.55,69.56
2.02e+13,20180613,510050,50ETF,366738,314344,681082,1034407,710292,1744699,85.71,68.67
2.02e+13,20180614,510050,50ETF,531275,490147,1021422,1043342,727227,1770569,92.26,69.7
2.02e+13,20180615,510050,50ETF,438673,388717,827390,1056528,730546,1787074,88.61,69.15
2.02e+13,20180619,510050,50ETF,722961,679742,1402703,1117599,705176,1822775,94.02,63.1
2.02e+13,20180620,510050,50ETF,695690,606837,1302527,1136689,688179,1824868,87.23,60.54
2.02e+13,20180621,510050,50ETF,720847,608183,1329030,1100440,676901,1777341,84.37,61.51
2.02e+13,20180622,510050,50ETF,561534,588595,1150129,1129437,663958,1793395,104.82,58.79
2.02e+13,20180625,510050,50ETF,686762,666958,1353720,1156207,638701,1794908,97.12,55.24
2.02e+13,20180626,510050,50ETF,862474,1014668,1877142,1225074,594614,1819688,117.65,48.54
2.02e+13,20180627,510050,50ETF,818155,884068,1702223,731047,489647,1220694,108.06,66.98
2.02e+13,20180628,510050,50ETF,702844,710714,1413558,829470,521270,1350740,101.12,62.84
2.02e+13,20180629,510050,50ETF,565222,480961,1046183,846286,540320,1386606,85.09,63.85
2.02e+13,20180702,510050,50ETF,768643,786375,1555018,916774,532978,1449752,102.31,58.14
2.02e+13,20180703,510050,50ETF,941595,916567,1858162,1016485,588168,1604653,97.34,57.86
2.02e+13,20180704,510050,50ETF,556683,580695,1137378,1045476,627911,1673387,104.31,60.06
2.02e+13,20180705,510050,50ETF,561998,560374,1122372,1058035,646169,1704204,99.71,61.07
2.02e+13,20180706,510050,50ETF,798634,650031,1448665,1069330,673921,1743251,81.39,63.02
2.02e+13,20180709,510050,50ETF,716342,625632,1341974,1035678,700571,1736249,87.34,67.64
2.02e+13,20180710,510050,50ETF,552937,511830,1064767,1044128,723479,1767607,92.57,69.29
2.02e+13,20180711,510050,50ETF,612377,659218,1271595,1058090,739303,1797393,107.65,69.87
2.02e+13,20180712,510050,50ETF,782801,703277,1486078,1038910,765536,1804446,89.84,73.69
2.02e+13,20180713,510050,50ETF,406219,382415,788634,1049000,779261,1828261,94.14,74.29
2.02e+13,20180716,510050,50ETF,554221,528126,1082347,1063058,782368,1845426,95.29,73.6
2.02e+13,20180717,510050,50ETF,527073,517556,1044629,1086391,777226,1863617,98.19,71.54
2.02e+13,20180718,510050,50ETF,731133,653646,1384779,1086393,772128,1858521,89.4,71.07
2.02e+13,20180719,510050,50ETF,668127,618594,1286721,1085628,787473,1873101,92.59,72.54
2.02e+13,20180720,510050,50ETF,1326087,1079619,2405706,994092,781939,1776031,81.41,78.66
2.02e+13,20180723,510050,50ETF,996640,767681,1764321,949113,830481,1779594,77.03,87.5
2.02e+13,20180724,510050,50ETF,986214,725129,1711343,881209,893938,1775147,73.53,101.44
2.02e+13,20180725,510050,50ETF,635259,542618,1177877,649531,592184,1241715,85.42,91.17
2.02e+13,20180726,510050,50ETF,575427,474455,1049882,738880,599671,1338551,82.45,81.16
2.02e+13,20180727,510050,50ETF,482858,419197,902055,775482,616933,1392415,86.82,79.55
2.02e+13,20180730,510050,50ETF,640927,455616,1096543,830058,646568,1476626,71.09,77.89
2.02e+13,20180731,510050,50ETF,485664,326000,811664,859940,664420,1524360,67.12,77.26
2.02e+13,20180801,510050,50ETF,875475,682838,1558313,898992,665098,1564090,78.0,73.98
2.02e+13,20180802,510050,50ETF,1012898,1142597,2155495,984944,672613,1657557,112.8,68.29
2.02e+13,20180803,510050,50ETF,611250,693195,1304445,1032170,695597,1727767,113.41,67.39
2.02e+13,20180806,510050,50ETF,790146,789998,1580144,1105131,703087,1808218,99.98,63.62
2.02e+13,20180807,510050,50ETF,920449,690474,1610923,1057988,738716,1796704,75.01,69.82
2.02e+13,20180808,510050,50ETF,732619,567841,1300460,1091885,759942,1851827,77.51,69.6
2.02e+13,20180809,510050,50ETF,1084878,764934,1849812,1039096,788326,1827422,70.51,75.87
2.02e+13,20180810,510050,50ETF,744990,597341,1342331,1048209,801410,1849619,80.18,76.46
2.02e+13,20180813,510050,50ETF,907956,936439,1844395,1121783,791417,1913200,103.14,70.55
2.02e+13,20180814,510050,50ETF,769726,683347,1453073,1169486,801349,1970835,88.78,68.52
2.02e+13,20180815,510050,50ETF,895342,908599,1803941,1235913,775402,2011315,101.48,62.74
2.02e+13,20180816,510050,50ETF,1194598,1130181,2324779,1243189,772739,2015928,94.61,62.16
2.02e+13,20180817,510050,50ETF,1026562,989445,2016007,1243070,759668,2002738,96.38,61.11
2.02e+13,20180820,510050,50ETF,1141101,1070126,2211227,1237655,757858,1995513,93.78,61.23
2.02e+13,20180821,510050,50ETF,1070757,868197,1938954,1128119,761039,1889158,81.08,67.46
2.02e+13,20180822,510050,50ETF,670090,564929,1235019,747179,543352,1290531,84.31,72.72
2.02e+13,20180823,510050,50ETF,800770,667646,1468416,816648,591717,1408365,83.38,72.46
2.02e+13,20180824,510050,50ETF,688536,614504,1303040,835284,647123,1482407,89.25,77.47
2.02e+13,20180827,510050,50ETF,710251,558198,1268449,843179,702061,1545240,78.59,83.26
2.02e+13,20180828,510050,50ETF,433975,358558,792533,865372,708175,1573547,82.62,81.83
2.02e+13,20180829,510050,50ETF,320092,284451,604543,886750,718521,1605271,88.87,81.03
2.02e+13,20180830,510050,50ETF,437175,433932,871107,919133,730116,1649249,99.26,79.44
2.02e+13,20180831,510050,50ETF,570593,563457,1134050,962668,732714,1695382,98.75,76.11
2.02e+13,20180903,510050,50ETF,510399,536243,1046642,1007153,750316,1757469,105.06,74.5
2.02e+13,20180904,510050,50ETF,698965,616408,1315373,994688,772173,1766861,88.19,77.63
2.02e+13,20180905,510050,50ETF,640680,600482,1241162,1067887,783831,1851718,93.73,73.4
2.02e+13,20180906,510050,50ETF,714015,763992,1478007,1131508,790015,1921523,107.0,69.82
2.02e+13,20180907,510050,50ETF,785608,722458,1508066,1132279,809246,1941525,91.96,71.47
2.02e+13,20180910,510050,50ETF,512038,548249,1060287,1184882,817124,2002006,107.07,68.96
2.02e+13,20180911,510050,50ETF,667137,669535,1336672,1276407,825515,2101922,100.36,64.67
2.02e+13,20180912,510050,50ETF,744198,630710,1374908,1347658,841146,2188804,84.75,62.42
2.02e+13,20180913,510050,50ETF,806429,704499,1510928,1352536,859048,2211584,87.36,63.51
2.02e+13,20180914,510050,50ETF,718765,618882,1337647,1322374,872302,2194676,86.1,65.96
2.02e+13,20180917,510050,50ETF,609527,522538,1132065,1318281,875268,2193549,85.73,66.39
2.02e+13,20180918,510050,50ETF,1123490,896803,2020293,1222648,871317,2093965,79.82,71.26
2.02e+13,20180919,510050,50ETF,1260229,984676,2244905,1116284,884247,2000531,78.13,79.21
2.02e+13,20180920,510050,50ETF,774529,617476,1392005,1112934,891937,2004871,79.72,80.14
2.02e+13,20180921,510050,50ETF,1559461,1128711,2688172,953691,944257,1897948,72.38,99.01
2.02e+13,20180925,510050,50ETF,861809,703458,1565267,970491,940723,1911214,81.63,96.93
2.02e+13,20180926,510050,50ETF,1485658,938689,2424347,562644,631101,1193745,63.18,112.17
2.02e+13,20180927,510050,50ETF,628019,607893,1235912,641383,687423,1328806,96.8,107.18
2.02e+13,20180928,510050,50ETF,1012766,708178,1720944,692779,743438,1436217,69.93,107.31
2.02e+13,20181008,510050,50ETF,986338,903965,1890303,885062,716639,1601701,91.65,80.97
2.02e+13,20181009,510050,50ETF,746032,673076,1419108,943611,749848,1693459,90.22,79.47
2.02e+13,20181010,510050,50ETF,881374,747808,1629182,1028393,783075,1811468,84.85,76.15
2.02e+13,20181011,510050,50ETF,1300125,1429107,2729232,1186255,745176,1931431,109.92,62.82
2.02e+13,20181012,510050,50ETF,1231722,993432,2225154,1172964,798868,1971832,80.65,68.11
2.02e+13,20181015,510050,50ETF,925979,843130,1769109,1287024,819043,2106067,91.05,63.64
2.02e+13,20181016,510050,50ETF,1269387,963582,2232969,1331763,840273,2172036,75.91,63.09
2.02e+13,20181017,510050,50ETF,1660438,1270696,2931134,1440931,868167,2309098,76.53,60.25
2.02e+13,20181018,510050,50ETF,1278273,1110937,2389210,1590148,871591,2461739,86.91,54.81
2.02e+13,20181019,510050,50ETF,1940537,1386153,3326690,1460784,872359,2333143,71.43,59.72
2.02e+13,20181022,510050,50ETF,2382291,1349686,3731977,1161966,899503,2061469,56.65,77.41
2.02e+13,20181023,510050,50ETF,1497194,1156238,2653432,1306598,856877,2163475,77.23,65.58
2.02e+13,20181024,510050,50ETF,1606533,1145958,2752491,829565,626334,1455899,71.33,75.5
2.02e+13,20181025,510050,50ETF,907176,932939,1840115,893840,691330,1585170,102.84,77.34
2.02e+13,20181026,510050,50ETF,815528,645012,1460540,971754,727373,1699127,79.09,74.85
2.02e+13,20181029,510050,50ETF,831386,787263,1618649,1120371,769164,1889535,94.69,68.65
2.02e+13,20181030,510050,50ETF,948917,684304,1633221,1137742,792357,1930099,72.11,69.64
2.02e+13,20181031,510050,50ETF,770294,592333,1362627,1124721,801521,1926242,76.9,71.26
2.02e+13,20181101,510050,50ETF,865053,696551,1561604,1101580,809623,1911203,80.52,73.5
2.02e+13,20181102,510050,50ETF,1164763,891709,2056472,998023,872285,1870308,76.56,87.4
2.02e+13,20181105,510050,50ETF,642066,583683,1225749,1070010,858315,1928325,90.91,80.22
2.02e+13,20181106,510050,50ETF,534586,489632,1024218,1128348,875080,2003428,91.59,77.55
2.02e+13,20181107,510050,50ETF,750314,633631,1383945,1174765,921530,2096295,84.45,78.44
2.02e+13,20181108,510050,50ETF,572516,491354,1063870,1194322,947517,2141839,85.82,79.34
2.02e+13,20181109,510050,50ETF,688443,606334,1294777,1336980,941358,2278338,88.07,70.41
2.02e+13,20181112,510050,50ETF,534495,434547,969042,1377196,974127,2351323,81.3,70.73
2.02e+13,20181113,510050,50ETF,751182,657127,1408309,1374342,988691,2363033,87.48,71.94
2.02e+13,20181114,510050,50ETF,652046,504672,1156718,1418784,1007590,2426374,77.4,71.02
2.02e+13,20181115,510050,50ETF,691295,522128,1213423,1408642,1039128,2447770,75.53,73.77
2.02e+13,20181116,510050,50ETF,852185,673235,1525420,1399161,1044361,2443522,79.0,74.64
2.02e+13,20181119,510050,50ETF,750292,669623,1419915,1336756,1080092,2416848,89.25,80.8
2.02e+13,20181120,510050,50ETF,765012,642169,1407181,1393174,1072521,2465695,83.94,76.98
2.02e+13,20181121,510050,50ETF,609412,550551,1159963,1411527,1092560,2504087,90.34,77.4
2.02e+13,20181122,510050,50ETF,722038,608571,1330609,1429048,1073427,2502475,84.29,75.11
2.02e+13,20181123,510050,50ETF,906487,780743,1687230,1487760,1049344,2537104,86.13,70.53
2.02e+13,20181126,510050,50ETF,981490,822469,1803959,1463542,1011209,2474751,83.8,69.09
2.02e+13,20181127,510050,50ETF,861285,690832,1552117,1486716,981052,2467768,80.21,65.99
2.02e+13,20181128,510050,50ETF,850832,708820,1559652,795879,637570,1433449,83.31,80.11
2.02e+13,20181129,510050,50ETF,593687,488039,1081726,928471,735600,1664071,82.2,79.23
2.02e+13,20181130,510050,50ETF,581372,532452,1113824,923243,778606,1701849,91.59,84.33
2.02e+13,20181203,510050,XD50ETF,736126,663182,1399308,966091,833925,1800016,90.09,86.32
2.02e+13,20181204,510050,50ETF,520104,502614,1022718,1018857,881835,1900692,96.64,86.55
2.02e+13,20181205,510050,50ETF,474048,470988,945036,1061249,927982,1989231,99.35,87.44
2.02e+13,20181206,510050,50ETF,657736,662309,1320045,1144984,915948,2060932,100.7,80.0
2.02e+13,20181207,510050,50ETF,415632,347015,762647,1198611,926626,2125237,83.49,77.31
2.02e+13,20181210,510050,50ETF,655256,516988,1172244,1267032,965396,2232428,78.9,76.19
2.02e+13,20181211,510050,50ETF,385468,295360,680828,1334863,1003765,2338628,76.62,75.2
2.02e+13,20181212,510050,50ETF,448640,357955,806595,1358023,1036854,2394877,79.79,76.35
2.02e+13,20181213,510050,50ETF,823032,696659,1519691,1290547,1044643,2335190,84.65,80.95
2.02e+13,20181214,510050,50ETF,593487,522288,1115775,1365021,1036949,2401970,88.0,75.97
2.02e+13,20181217,510050,50ETF,560830,485542,1046372,1440605,1073010,2513615,86.58,74.48
