xx,TRADE_DATE,SECURITY_CODE,SECURITY_ABBR,CALL_VOLUME,PUT_VOLUME,TOTAL_VOLUME,LEAVES_CALL_QTY,LEAVES_PUT_QTY,LEAVES_QTY,CJ_PC,CCL_PC
2.02e+13,20150209,510050,50ETF,11320,7523,18843,4923,3728,8651,66.46,75.73
2.02e+13,20150210,510050,50ETF,9820,7985,17805,7851,6550,14401,81.31,83.43
2.02e+13,20150211,510050,50ETF,12190,11246,23436,10765,9694,20459,92.26,90.05
2.02e+13,20150212,510050,50ETF,16792,13143,29935,13931,10762,24693,78.27,77.25
2.02e+13,20150213,510050,50ETF,28879,26260,55139,16322,17389,33711,90.93,106.54
2.02e+13,20150216,510050,50ETF,5656,7063,12719,17456,17190,34646,124.88,98.48
2.02e+13,20150217,510050,50ETF,6839,8812,15651,17963,16450,34413,128.85,91.58
2.02e+13,20150225,510050,50ETF,10278,6579,16857,18956,16470,35426,64.01,86.89
2.02e+13,20150226,510050,50ETF,7563,9634,17197,18824,17220,36044,127.38,91.48
2.02e+13,20150227,510050,50ETF,14390,10536,24926,21910,18755,40665,73.22,85.6
2.02e+13,20150302,510050,50ETF,10452,9488,19940,23724,20154,43878,90.78,84.95
2.02e+13,20150303,510050,50ETF,7599,6051,13650,25118,21128,46246,79.63,84.11
2.02e+13,20150304,510050,50ETF,9904,9184,19088,26513,20676,47189,92.73,77.98
2.02e+13,20150305,510050,50ETF,18654,15672,34326,28489,21222,49711,84.01,74.49
2.02e+13,20150306,510050,50ETF,14526,12618,27144,28662,21136,49798,86.86,73.74
2.02e+13,20150309,510050,50ETF,28119,33135,61254,30693,23015,53708,117.84,74.98
2.02e+13,20150310,510050,50ETF,12873,9595,22468,30062,22683,52745,74.54,75.45
2.02e+13,20150311,510050,50ETF,11337,9550,20887,30292,22787,53079,84.24,75.22
2.02e+13,20150312,510050,50ETF,18747,12091,30838,30518,23850,54368,64.5,78.15
2.02e+13,20150313,510050,50ETF,10830,8178,19008,30718,23905,54623,75.51,77.82
2.02e+13,20150316,510050,50ETF,14279,9601,23880,31913,24668,56581,67.24,77.3
2.02e+13,20150317,510050,50ETF,11476,8822,20298,32453,25287,57740,76.87,77.92
2.02e+13,20150318,510050,50ETF,14038,9416,23454,33406,27765,61171,67.08,83.11
2.02e+13,20150319,510050,50ETF,13949,8131,22080,33426,27468,60894,58.29,82.18
2.02e+13,20150320,510050,50ETF,23814,17440,41254,32940,28529,61469,73.23,86.61
2.02e+13,20150323,510050,50ETF,14622,14160,28782,32846,29071,61917,96.84,88.51
2.02e+13,20150324,510050,50ETF,15370,11741,27111,34308,29397,63705,76.39,85.69
2.02e+13,20150325,510050,50ETF,17750,13069,30819,26227,18605,44832,73.63,70.94
2.02e+13,20150326,510050,50ETF,8945,7276,16221,27706,20011,47717,81.34,72.23
2.02e+13,20150327,510050,50ETF,6518,3322,9840,29865,20575,50440,50.97,68.89
2.02e+13,20150330,510050,50ETF,7764,6675,14439,29741,22095,51836,85.97,74.29
2.02e+13,20150331,510050,50ETF,12468,11450,23918,31864,24546,56410,91.84,77.03
2.02e+13,20150401,510050,50ETF,14878,11435,26313,36603,28756,65359,76.86,78.56
2.02e+13,20150402,510050,50ETF,12686,10017,22703,40773,30880,71653,78.96,75.74
2.02e+13,20150403,510050,50ETF,9188,8914,18102,42027,33284,75311,97.02,79.2
2.02e+13,20150407,510050,50ETF,12284,11596,23880,42375,35889,78264,94.4,84.69
2.02e+13,20150408,510050,50ETF,19332,14094,33426,44496,39627,84123,72.91,89.06
2.02e+13,20150409,510050,50ETF,21910,16248,38158,47609,41666,89275,74.16,87.52
2.02e+13,20150410,510050,50ETF,13325,11953,25278,49600,43528,93128,89.7,87.76
2.02e+13,20150413,510050,50ETF,20503,18023,38526,52548,46351,98899,87.9,88.21
2.02e+13,20150414,510050,50ETF,21896,14230,36126,56201,47779,103980,64.99,85.01
2.02e+13,20150415,510050,50ETF,27026,16191,43217,56701,50017,106718,59.91,88.21
2.02e+13,20150416,510050,50ETF,27738,17187,44925,58286,51867,110153,61.96,88.99
2.02e+13,20150417,510050,50ETF,29255,21437,50692,61780,54977,116757,73.28,88.99
2.02e+13,20150420,510050,50ETF,34304,26178,60482,65976,59234,125210,76.31,89.78
2.02e+13,20150421,510050,50ETF,18751,13932,32683,68430,58945,127375,74.3,86.14
2.02e+13,20150422,510050,50ETF,18114,13300,31414,47802,29310,77112,73.42,61.32
2.02e+13,20150423,510050,50ETF,13724,11349,25073,50941,32703,83644,82.69,64.2
2.02e+13,20150424,510050,50ETF,16053,15005,31058,54827,37151,91978,93.47,67.76
2.02e+13,20150427,510050,50ETF,14381,13559,27940,53423,40463,93886,94.28,75.74
2.02e+13,20150428,510050,50ETF,20752,18149,38901,55671,44649,100320,87.46,80.2
2.02e+13,20150429,510050,50ETF,12434,10396,22830,57516,47497,105013,83.61,82.58
2.02e+13,20150430,510050,50ETF,11365,7044,18409,60234,48666,108900,61.98,80.79
2.02e+13,20150504,510050,50ETF,12208,9234,21442,61398,51194,112592,75.64,83.38
2.02e+13,20150505,510050,50ETF,25002,17957,42959,66014,54956,120970,71.82,83.25
2.02e+13,20150506,510050,50ETF,27094,22556,49650,69844,58169,128013,83.25,83.28
2.02e+13,20150507,510050,50ETF,25195,18060,43255,79979,59424,139403,71.68,74.3
2.02e+13,20150508,510050,50ETF,30127,16761,46888,89175,59887,149062,55.63,67.16
2.02e+13,20150511,510050,50ETF,28043,16815,44858,91622,60638,152260,59.96,66.18
2.02e+13,20150512,510050,50ETF,27742,15270,43012,96786,64568,161354,55.04,66.71
2.02e+13,20150513,510050,50ETF,22057,11000,33057,102472,66949,169421,49.87,65.33
2.02e+13,20150514,510050,50ETF,18979,13167,32146,103175,69442,172617,69.38,67.31
2.02e+13,20150515,510050,50ETF,32726,23453,56179,103737,68511,172248,71.66,66.04
2.02e+13,20150518,510050,50ETF,42427,31318,73745,110826,72948,183774,73.82,65.82
2.02e+13,20150519,510050,50ETF,48172,31364,79536,114276,71468,185744,65.11,62.54
2.02e+13,20150520,510050,50ETF,44266,26184,70450,117347,72682,190029,59.15,61.94
2.02e+13,20150521,510050,50ETF,36113,30813,66926,119122,74801,193923,85.32,62.79
2.02e+13,20150522,510050,50ETF,45656,30022,75678,114575,79363,193938,65.76,69.27
2.02e+13,20150525,510050,50ETF,49458,24340,73798,112389,82595,194984,49.21,73.49
2.02e+13,20150526,510050,50ETF,43777,27915,71692,113106,86538,199644,63.77,76.51
2.02e+13,20150527,510050,50ETF,35514,23855,59369,91484,59149,150633,67.17,64.66
2.02e+13,20150528,510050,50ETF,35606,32212,67818,97522,63279,160801,90.47,64.89
2.02e+13,20150529,510050,50ETF,46466,37828,84294,103956,66402,170358,81.41,63.88
2.02e+13,20150601,510050,50ETF,28606,29503,58109,108904,66136,175040,103.14,60.73
2.02e+13,20150602,510050,50ETF,27653,22662,50315,113236,69563,182799,81.95,61.43
2.02e+13,20150603,510050,50ETF,25395,22433,47828,117132,73462,190594,88.34,62.72
2.02e+13,20150604,510050,50ETF,45519,45511,91030,121144,81051,202195,99.98,66.9
2.02e+13,20150605,510050,50ETF,29874,28832,58706,122743,84338,207081,96.51,68.71
2.02e+13,20150608,510050,50ETF,48877,40746,89623,107775,90573,198348,83.36,84.04
2.02e+13,20150609,510050,50ETF,36140,31426,67566,113699,91022,204721,86.96,80.06
2.02e+13,20150610,510050,50ETF,26044,28949,54993,118041,94044,212085,111.15,79.67
2.02e+13,20150611,510050,50ETF,33136,33471,66607,118335,100806,219141,101.01,85.19
2.02e+13,20150612,510050,50ETF,25792,25412,51204,118800,104752,223552,98.53,88.18
2.02e+13,20150615,510050,50ETF,43624,30817,74441,118879,106644,225523,70.64,89.71
2.02e+13,20150616,510050,50ETF,46919,45291,92210,128512,105633,234145,96.53,82.2
2.02e+13,20150617,510050,50ETF,44414,35259,79673,132304,101611,233915,79.39,76.8
2.02e+13,20150618,510050,50ETF,49124,48927,98051,136446,101995,238441,99.6,74.75
2.02e+13,20150619,510050,50ETF,63756,51903,115659,151522,97087,248609,81.41,64.07
2.02e+13,20150623,510050,50ETF,77556,60306,137862,161322,88698,250020,77.76,54.98
2.02e+13,20150624,510050,50ETF,54199,42446,96645,97959,41574,139533,78.32,42.44
2.02e+13,20150625,510050,50ETF,52146,41339,93485,107920,46810,154730,79.28,43.37
2.02e+13,20150626,510050,50ETF,88596,66748,155344,135225,53454,188679,75.34,39.53
2.02e+13,20150629,510050,50ETF,105820,70135,175955,158516,56028,214544,66.28,35.35
2.02e+13,20150630,510050,50ETF,87455,44095,131550,173172,57560,230732,50.42,33.24
2.02e+13,20150701,510050,50ETF,61753,36057,97810,180256,62028,242284,58.39,34.41
2.02e+13,20150702,510050,50ETF,82068,55417,137485,189559,65104,254663,67.53,34.34
2.02e+13,20150703,510050,50ETF,81580,57785,139365,199764,68268,268032,70.83,34.17
2.02e+13,20150706,510050,50ETF,80168,38063,118231,209123,70340,279463,47.48,33.64
2.02e+13,20150707,510050,50ETF,72148,40749,112897,207672,72771,280443,56.48,35.04
2.02e+13,20150708,510050,50ETF,82526,45929,128455,203654,70478,274132,55.65,34.61
2.02e+13,20150709,510050,50ETF,104381,52775,157156,209908,71746,281654,50.56,34.18
2.02e+13,20150710,510050,50ETF,137477,68499,205976,193352,74213,267565,49.83,38.38
2.02e+13,20150713,510050,50ETF,74975,44535,119510,193875,81317,275192,59.4,41.94
2.02e+13,20150714,510050,50ETF,86046,56944,142990,202902,88873,291775,66.18,43.8
2.02e+13,20150715,510050,50ETF,89825,63985,153810,204663,94394,299057,71.23,46.12
2.02e+13,20150716,510050,50ETF,74439,52014,126453,205904,90456,296360,69.87,43.93
2.02e+13,20150717,510050,50ETF,83223,38376,121599,201639,89240,290879,46.11,44.26
2.02e+13,20150720,510050,50ETF,76773,49238,126011,203287,96309,299596,64.13,47.38
2.02e+13,20150721,510050,50ETF,61779,37350,99129,203615,97224,300839,60.46,47.75
2.02e+13,20150722,510050,50ETF,50832,31783,82615,117356,62876,180232,62.53,53.58
2.02e+13,20150723,510050,50ETF,55227,37199,92426,125210,67512,192722,67.36,53.92
2.02e+13,20150724,510050,50ETF,50279,45144,95423,134494,79456,213950,89.79,59.08
2.02e+13,20150727,510050,50ETF,68344,59530,127874,145846,88959,234805,87.1,61.0
2.02e+13,20150728,510050,50ETF,97503,75272,172775,157307,88054,245361,77.2,55.98
2.02e+13,20150729,510050,50ETF,50741,39786,90527,164089,88612,252701,78.41,54.0
2.02e+13,20150730,510050,50ETF,58664,35497,94161,171444,94798,266242,60.51,55.29
2.02e+13,20150731,510050,50ETF,65587,49935,115522,178599,93267,271866,76.14,52.22
2.02e+13,20150803,510050,50ETF,56151,35834,91985,185464,93631,279095,63.82,50.48
2.02e+13,20150804,510050,50ETF,58667,39429,98096,190051,95770,285821,67.21,50.39
2.02e+13,20150805,510050,50ETF,63835,39671,103506,204401,96179,300580,62.15,47.05
2.02e+13,20150806,510050,50ETF,60202,38783,98985,214667,99736,314403,64.42,46.46
2.02e+13,20150807,510050,50ETF,30561,16826,47387,216190,98963,315153,55.06,45.78
2.02e+13,20150810,510050,50ETF,86160,52139,138299,218484,104607,323091,60.51,47.88
2.02e+13,20150811,510050,50ETF,57835,44274,102109,221203,110418,331621,76.55,49.92
2.02e+13,20150812,510050,50ETF,51459,43255,94714,223727,112261,335988,84.06,50.18
2.02e+13,20150813,510050,50ETF,53755,48150,101905,226807,114561,341368,89.57,50.51
2.02e+13,20150814,510050,50ETF,45857,34773,80630,230066,121601,351667,75.83,52.85
2.02e+13,20150817,510050,50ETF,76188,70134,146322,234041,122250,356291,92.05,52.23
2.02e+13,20150818,510050,50ETF,97344,93575,190919,239659,123444,363103,96.13,51.51
2.02e+13,20150819,510050,50ETF,110309,99943,210252,246693,114074,360767,90.6,46.24
2.02e+13,20150820,510050,50ETF,89437,63209,152646,263759,121394,385153,70.67,46.02
2.02e+13,20150821,510050,50ETF,93530,95313,188843,280066,116803,396869,101.91,41.71
2.02e+13,20150824,510050,50ETF,117196,104090,221286,297598,105558,403156,88.82,35.47
2.02e+13,20150825,510050,50ETF,123307,100731,224038,322100,109629,431729,81.69,34.04
2.02e+13,20150826,510050,50ETF,134937,94010,228947,231377,94662,326039,69.67,40.91
2.02e+13,20150827,510050,50ETF,132316,75564,207880,246360,100222,346582,57.11,40.68
2.02e+13,20150828,510050,50ETF,102443,65647,168090,246673,113921,360594,64.08,46.18
2.02e+13,20150831,510050,50ETF,85068,64531,149599,251418,122337,373755,75.86,48.66
2.02e+13,20150901,510050,50ETF,99246,61133,160379,252693,131838,384531,61.6,52.17
2.02e+13,20150902,510050,50ETF,94470,67685,162155,261042,137842,398884,71.65,52.8
2.02e+13,20150907,510050,50ETF,72311,53159,125470,267569,143177,410746,73.51,53.51
2.02e+13,20150908,510050,50ETF,67019,64202,131221,267135,137370,404505,95.8,51.42
2.02e+13,20150909,510050,50ETF,65902,53227,119129,260348,142060,402408,80.77,54.57
2.02e+13,20150910,510050,50ETF,46430,52973,99403,259751,138878,398629,114.09,53.47
2.02e+13,20150911,510050,50ETF,50102,45236,95338,263182,135699,398881,90.29,51.56
2.02e+13,20150914,510050,50ETF,85443,71165,156608,261418,145323,406741,83.29,55.59
2.02e+13,20150915,510050,50ETF,50479,58658,109137,262407,148418,410825,116.2,56.56
2.02e+13,20150916,510050,50ETF,68336,75217,143553,262035,140085,402120,110.07,53.46
2.02e+13,20150917,510050,50ETF,69955,55487,125442,257256,138867,396123,79.32,53.98
2.02e+13,20150918,510050,50ETF,62035,49067,111102,258344,138289,396633,79.1,53.53
2.02e+13,20150921,510050,50ETF,53142,35729,88871,262439,138670,401109,67.23,52.84
2.02e+13,20150922,510050,50ETF,62533,38862,101395,263396,139805,403201,62.15,53.08
2.02e+13,20150923,510050,50ETF,50093,42910,93003,134081,93680,227761,85.66,69.87
2.02e+13,20150924,510050,50ETF,29352,23474,52826,146224,98350,244574,79.97,67.26
2.02e+13,20150925,510050,50ETF,38791,29659,68450,153816,103853,257669,76.46,67.52
2.02e+13,20150928,510050,50ETF,28212,29928,58140,161175,108599,269774,106.08,67.38
2.02e+13,20150929,510050,50ETF,37042,40238,77280,169720,113376,283096,108.63,66.8
2.02e+13,20150930,510050,50ETF,33319,32199,65518,174254,116904,291158,96.64,67.09
2.02e+13,20151008,510050,50ETF,44006,39594,83600,177145,119141,296286,89.97,67.26
2.02e+13,20151009,510050,50ETF,32542,35729,68271,178437,126120,304557,109.79,70.68
2.02e+13,20151012,510050,50ETF,107309,69682,176991,170696,131652,302348,64.94,77.13
2.02e+13,20151013,510050,50ETF,47975,39702,87677,177230,138627,315857,82.76,78.22
2.02e+13,20151014,510050,50ETF,51119,47369,98488,179286,145360,324646,92.66,81.08
2.02e+13,20151015,510050,50ETF,60332,47641,107973,186531,145525,332056,78.96,78.02
2.02e+13,20151016,510050,50ETF,73551,57265,130816,189684,147370,337054,77.86,77.69
2.02e+13,20151019,510050,50ETF,58672,51096,109768,195042,154784,349826,87.09,79.36
2.02e+13,20151020,510050,50ETF,50169,44701,94870,202918,161773,364691,89.1,79.72
2.02e+13,20151021,510050,50ETF,106512,79053,185565,199069,172160,371229,74.22,86.48
2.02e+13,20151022,510050,50ETF,65405,58096,123501,201191,172783,373974,88.83,85.88
2.02e+13,20151023,510050,50ETF,62098,55506,117604,198414,177085,375499,89.38,89.25
2.02e+13,20151026,510050,50ETF,85905,60761,146666,201450,183002,384452,70.73,90.84
2.02e+13,20151027,510050,50ETF,78902,63919,142821,201215,186147,387362,81.01,92.51
2.02e+13,20151028,510050,50ETF,57522,55436,112958,178815,124453,303268,96.37,69.6
2.02e+13,20151029,510050,50ETF,39129,37805,76934,189753,134261,324014,96.62,70.76
2.02e+13,20151030,510050,50ETF,43336,49315,92651,202913,138769,341682,113.8,68.39
2.02e+13,20151102,510050,50ETF,37178,40037,77215,209392,147889,357281,107.69,70.63
2.02e+13,20151103,510050,50ETF,41420,35891,77311,217628,153687,371315,86.65,70.62
2.02e+13,20151104,510050,50ETF,103798,79177,182975,214322,150568,364890,76.28,70.25
2.02e+13,20151105,510050,50ETF,168662,118647,287309,200062,169210,369272,70.35,84.58
2.02e+13,20151106,510050,50ETF,122257,88019,210276,196914,180771,377685,72.0,91.8
2.02e+13,20151109,510050,50ETF,144370,92818,237188,197390,197669,395059,64.29,100.14
2.02e+13,20151110,510050,50ETF,102391,68722,171113,213164,207291,420455,67.12,97.24
2.02e+13,20151111,510050,50ETF,100700,88242,188942,226550,215544,442094,87.63,95.14
2.02e+13,20151112,510050,50ETF,83939,71770,155709,237601,220094,457695,85.5,92.63
2.02e+13,20151113,510050,50ETF,90287,74404,164691,249576,224954,474530,82.41,90.13
2.02e+13,20151116,510050,50ETF,75229,69530,144759,261750,225553,487303,92.42,86.17
2.02e+13,20151117,510050,50ETF,135172,90537,225709,275141,231669,506810,66.98,84.2
2.02e+13,20151118,510050,50ETF,105592,79152,184744,283690,236429,520119,74.96,83.34
2.02e+13,20151119,510050,50ETF,87037,72876,159913,287902,229805,517707,83.73,79.82
2.02e+13,20151120,510050,50ETF,99386,67236,166622,293712,231232,524944,67.65,78.73
2.02e+13,20151123,510050,50ETF,120704,109086,229790,297341,242809,540150,90.37,81.66
2.02e+13,20151124,510050,50ETF,137307,102430,239737,307938,243298,551236,74.6,79.01
2.02e+13,20151125,510050,50ETF,131062,97608,228670,265482,173459,438941,74.47,65.34
2.02e+13,20151126,510050,50ETF,139860,93906,233766,292255,186251,478506,67.14,63.73
2.02e+13,20151127,510050,50ETF,186092,171736,357828,313344,201759,515103,92.29,64.39
2.02e+13,20151130,510050,50ETF,142551,143226,285777,330349,213154,543503,100.47,64.52
2.02e+13,20151201,510050,50ETF,110987,86498,197485,345018,220412,565430,77.94,63.88
2.02e+13,20151202,510050,50ETF,209164,141139,350303,339921,215321,555242,67.48,63.34
2.02e+13,20151203,510050,50ETF,168671,94889,263560,338912,222325,561237,56.26,65.6
2.02e+13,20151204,510050,50ETF,156374,124940,281314,346645,228789,575434,79.9,66.0
2.02e+13,20151207,510050,50ETF,101515,82595,184110,356642,231255,587897,81.36,64.84
2.02e+13,20151208,510050,50ETF,104707,105795,210502,362829,240419,603248,101.04,66.26
2.02e+13,20151209,510050,50ETF,99091,71875,170966,369748,244877,614625,72.53,66.23
2.02e+13,20151210,510050,50ETF,124402,78467,202869,379956,247306,627262,63.08,65.09
2.02e+13,20151211,510050,50ETF,106090,88427,194517,393247,249242,642489,83.35,63.38
2.02e+13,20151214,510050,50ETF,127661,97810,225471,392803,246323,639126,76.62,62.71
2.02e+13,20151215,510050,50ETF,115241,76715,191956,393464,246931,640395,66.57,62.76
2.02e+13,20151216,510050,50ETF,92863,73482,166345,396324,248018,644342,79.13,62.58
2.02e+13,20151217,510050,50ETF,144953,96346,241299,391151,249400,640551,66.47,63.76
2.02e+13,20151218,510050,50ETF,148968,118468,267436,377560,256764,634324,79.53,68.01
2.02e+13,20151221,510050,50ETF,176205,102949,279154,344788,260681,605469,58.43,75.61
2.02e+13,20151222,510050,50ETF,98899,59752,158651,342002,261265,603267,60.42,76.39
2.02e+13,20151223,510050,50ETF,153072,93682,246754,170825,142176,313001,61.2,83.23
2.02e+13,20151224,510050,50ETF,81472,72728,154200,186055,154298,340353,89.27,82.93
2.02e+13,20151225,510050,50ETF,47545,39073,86618,193022,161594,354616,82.18,83.72
2.02e+13,20151228,510050,50ETF,82054,91919,173973,206719,175513,382232,112.02,84.9
2.02e+13,20151229,510050,50ETF,62057,47369,109426,219897,181075,400972,76.33,82.35
2.02e+13,20151230,510050,50ETF,55276,49233,104509,229302,187416,416718,89.07,81.73
2.02e+13,20151231,510050,50ETF,50763,44588,95351,233092,194683,427775,87.84,83.52
2.02e+13,20160104,510050,50ETF,90065,85930,175995,244727,197719,442446,95.41,80.79
2.02e+13,20160105,510050,50ETF,156974,137836,294810,266722,188715,455437,87.81,70.75
2.02e+13,20160106,510050,50ETF,102273,63090,165363,274744,193004,467748,61.69,70.25
2.02e+13,20160107,510050,50ETF,23185,21779,44964,278031,193309,471340,93.94,69.53
2.02e+13,20160108,510050,50ETF,176273,151371,327644,308551,183836,492387,85.87,59.58
2.02e+13,20160111,510050,50ETF,146515,121339,267854,339452,186717,526169,82.82,55.01
2.02e+13,20160112,510050,50ETF,147441,98059,245500,359165,193187,552352,66.51,53.79
2.02e+13,20160113,510050,50ETF,116960,91774,208734,377266,198951,576217,78.47,52.73
2.02e+13,20160114,510050,50ETF,145262,111460,256722,402085,198446,600531,76.73,49.35
2.02e+13,20160115,510050,50ETF,129305,116280,245585,415508,198769,614277,89.93,47.84
2.02e+13,20160118,510050,50ETF,129638,93912,223550,421214,200822,622036,72.44,47.68
2.02e+13,20160119,510050,50ETF,153437,100890,254327,422001,206498,628499,65.75,48.93
2.02e+13,20160120,510050,50ETF,111013,101673,212686,431338,209083,640421,91.59,48.47
2.02e+13,20160121,510050,50ETF,131225,119552,250777,437032,205839,642871,91.1,47.1
2.02e+13,20160122,510050,50ETF,119405,116788,236193,436340,202049,638389,97.81,46.31
2.02e+13,20160125,510050,50ETF,89601,70573,160174,442645,198292,640937,78.76,44.8
2.02e+13,20160126,510050,50ETF,134710,126931,261641,464609,178845,643454,94.23,38.49
2.02e+13,20160127,510050,50ETF,158369,139477,297846,307956,155778,463734,88.07,50.58
2.02e+13,20160128,510050,50ETF,110709,73065,183774,336715,160470,497185,66.0,47.66
2.02e+13,20160129,510050,50ETF,132511,84383,216894,354580,172346,526926,63.68,48.61
2.02e+13,20160201,510050,50ETF,107089,68594,175683,367173,171469,538642,64.05,46.7
2.02e+13,20160202,510050,50ETF,87740,60880,148620,373015,174546,547561,69.39,46.79
2.02e+13,20160203,510050,50ETF,79442,77505,156947,382402,180280,562682,97.56,47.14
2.02e+13,20160204,510050,50ETF,80715,69061,149776,383397,187859,571256,85.56,49.0
2.02e+13,20160205,510050,50ETF,59774,42922,102696,392725,192970,585695,71.81,49.14
2.02e+13,20160215,510050,50ETF,85213,87562,172775,406650,189658,596308,102.76,46.64
2.02e+13,20160216,510050,50ETF,120150,87843,207993,399307,197097,596404,73.11,49.36
2.02e+13,20160217,510050,50ETF,90496,77660,168156,396212,200506,596718,85.82,50.61
2.02e+13,20160218,510050,50ETF,98304,72016,170320,389565,203258,592823,73.26,52.18
2.02e+13,20160219,510050,50ETF,82284,90232,172516,389665,198423,588088,109.66,50.92
2.02e+13,20160222,510050,50ETF,140949,100456,241405,378929,208997,587926,71.27,55.15
2.02e+13,20160223,510050,50ETF,92112,74434,166546,388951,214772,603723,80.81,55.22
2.02e+13,20160224,510050,50ETF,90211,73032,163243,281677,172399,454076,80.96,61.2
2.02e+13,20160225,510050,50ETF,123988,134563,258551,314347,185165,499512,108.53,58.9
2.02e+13,20160226,510050,50ETF,95040,97321,192361,322151,185438,507589,102.4,57.56
2.02e+13,20160229,510050,50ETF,129252,120529,249781,342310,190943,533253,93.25,55.78
2.02e+13,20160301,510050,50ETF,129598,119337,248935,343654,199634,543288,92.08,58.09
2.02e+13,20160302,510050,50ETF,181592,123791,305383,334574,211298,545872,68.17,63.15
2.02e+13,20160303,510050,50ETF,128604,92331,220935,338802,222383,561185,71.79,65.64
2.02e+13,20160304,510050,50ETF,202119,153395,355514,323841,247197,571038,75.89,76.33
2.02e+13,20160307,510050,50ETF,134630,104050,238680,329504,258068,587572,77.29,78.32
2.02e+13,20160308,510050,50ETF,156857,152128,308985,336103,264703,600806,96.99,78.76
2.02e+13,20160309,510050,50ETF,108524,107016,215540,347779,265816,613595,98.61,76.43
2.02e+13,20160310,510050,50ETF,92245,78792,171037,352046,269765,621811,85.42,76.63
2.02e+13,20160311,510050,50ETF,115058,108693,223751,364115,272046,636161,94.47,74.71
2.02e+13,20160314,510050,50ETF,170978,136254,307232,367203,280180,647383,79.69,76.3
2.02e+13,20160315,510050,50ETF,136833,109610,246443,371043,282001,653044,80.1,76.0
2.02e+13,20160316,510050,50ETF,153548,130041,283589,356346,303122,659468,84.69,85.06
2.02e+13,20160317,510050,50ETF,188802,153246,342048,340308,296424,636732,81.17,87.1
2.02e+13,20160318,510050,50ETF,173378,121958,295336,337838,289290,627128,70.34,85.63
2.02e+13,20160321,510050,50ETF,194263,124535,318798,317993,304963,622956,64.11,95.9
2.02e+13,20160322,510050,50ETF,108873,80584,189457,323980,311890,635870,74.02,96.27
2.02e+13,20160323,510050,50ETF,111534,80706,192240,198049,178939,376988,72.36,90.35
2.02e+13,20160324,510050,50ETF,94716,77093,171809,220474,200221,420695,81.39,90.81
2.02e+13,20160325,510050,50ETF,71785,71226,143011,235408,207559,442967,99.22,88.17
2.02e+13,20160328,510050,50ETF,97303,72824,170127,252043,220937,472980,74.84,87.66
2.02e+13,20160329,510050,50ETF,91439,70111,161550,272850,230108,502958,76.68,84.33
2.02e+13,20160330,510050,50ETF,97604,76407,174011,271340,235184,506524,78.28,86.68
2.02e+13,20160331,510050,50ETF,88161,60802,148963,283423,246008,529431,68.97,86.8
2.02e+13,20160401,510050,50ETF,110946,90969,201915,285928,262686,548614,81.99,91.87
2.02e+13,20160405,510050,50ETF,117923,84634,202557,292213,274310,566523,71.77,93.87
2.02e+13,20160406,510050,50ETF,79844,64397,144241,305427,285610,591037,80.65,93.51
2.02e+13,20160407,510050,50ETF,106192,91530,197722,316646,288177,604823,86.19,91.01
2.02e+13,20160408,510050,50ETF,110979,95860,206839,328890,291799,620689,86.38,88.72
2.02e+13,20160411,510050,50ETF,117857,92393,210250,329096,301080,630176,78.39,91.49
2.02e+13,20160412,510050,50ETF,84879,71749,156628,341559,311580,653139,84.53,91.22
2.02e+13,20160413,510050,50ETF,180971,139616,320587,330349,320104,650453,77.15,96.9
2.02e+13,20160414,510050,50ETF,104022,82227,186249,342793,331175,673968,79.05,96.61
2.02e+13,20160415,510050,50ETF,99037,78659,177696,357755,343435,701190,79.42,96.0
2.02e+13,20160418,510050,50ETF,108995,74672,183667,370988,353685,724673,68.51,95.34
2.02e+13,20160419,510050,50ETF,94852,73994,168846,380756,358674,739430,78.01,94.2
2.02e+13,20160420,510050,50ETF,214380,193628,408008,390804,358871,749675,90.32,91.83
2.02e+13,20160421,510050,50ETF,159165,129780,288945,378923,361304,740227,81.54,95.35
2.02e+13,20160422,510050,50ETF,117652,97978,215630,383422,368054,751476,83.28,95.99
2.02e+13,20160425,510050,50ETF,110313,91797,202110,383790,366683,750473,83.22,95.54
2.02e+13,20160426,510050,50ETF,115347,89730,205077,386839,366597,753436,77.79,94.77
2.02e+13,20160427,510050,50ETF,101441,77163,178604,275725,245674,521399,76.07,89.1
2.02e+13,20160428,510050,50ETF,104963,92842,197805,304489,269249,573738,88.45,88.43
2.02e+13,20160429,510050,50ETF,75615,68341,143956,324023,280629,604652,90.38,86.61
2.02e+13,20160503,510050,50ETF,131666,112575,244241,330110,287075,617185,85.5,86.96
2.02e+13,20160504,510050,50ETF,76356,68472,144828,342220,301407,643627,89.67,88.07
2.02e+13,20160505,510050,50ETF,67527,62496,130023,357368,312489,669857,92.55,87.44
2.02e+13,20160506,510050,50ETF,136842,148613,285455,379563,331037,710600,108.6,87.22
2.02e+13,20160509,510050,50ETF,181804,199452,381256,405776,326476,732252,109.71,80.46
2.02e+13,20160510,510050,50ETF,122275,108040,230315,426725,333656,760381,88.36,78.19
2.02e+13,20160511,510050,50ETF,122141,101657,223798,436993,343455,780448,83.23,78.6
2.02e+13,20160512,510050,50ETF,144849,139764,284613,452537,351619,804156,96.49,77.7
2.02e+13,20160513,510050,50ETF,90099,81526,171625,459849,356717,816566,90.48,77.57
2.02e+13,20160516,510050,50ETF,112255,105633,217888,466548,360977,827525,94.1,77.37
