,上证50,上证50,上证50,上证50,上证50,上证50,上证50,上证50
,C成交量,P成交量,总成交量,C持仓量,P持仓量,总持仓量,P/C成交,P/C持仓
2017-01-19,256967,208118,465085,781905,600605,1382510,81,77
2017-01-20,229071,181746,410817,769242,606202,1375444,79,79
2017-01-23,253181,184496,437677,776852,620860,1397712,73,80
2017-01-24,190402,130734,321136,770507,630238,1400745,69,82
2017-01-25,208072,140058,348130,548016,456583,1004599,67,83
2017-01-26,207095,186841,393936,594553,511451,1106004,90,86
2017-02-03,229930,175303,405233,640059,540772,1180831,76,84
2017-02-06,207060,179909,386969,676278,552587,1228865,87,82
2017-02-07,195048,150102,345150,704656,567550,1272206,77,81
2017-02-08,314604,220658,535262,720839,590084,1310923,70,82
2017-02-09,343959,230904,574863,738942,612976,1351918,67,83
2017-02-10,340392,222989,563381,734869,640004,1374873,66,87
2017-02-13,291099,180249,471348,749143,661627,1410770,62,88
2017-02-14,213327,157039,370366,768809,665778,1434587,74,87
2017-02-15,313617,222184,535801,777304,678310,1455614,71,87
2017-02-16,219067,163479,382546,789733,698232,1487965,75,88
2017-02-17,413273,304434,717707,808337,707837,1516174,74,88
2017-02-20,452520,366744,819264,778069,704247,1482316,81,91
2017-02-21,422199,246224,668423,777710,706676,1484386,58,91
2017-02-22,272275,178205,450480,716209,565572,1281781,65,79
2017-02-23,331584,227741,559325,781398,609859,1391257,69,78
2017-02-24,218222,178440,396662,816154,642601,1458755,82,79
2017-02-27,237179,180413,417592,865587,667929,1533516,76,77
2017-02-28,219432,161897,381329,897069,683243,1580312,74,76
2017-03-01,256261,169165,425426,921879,695916,1617795,66,75
2017-03-02,317503,228318,545821,970765,717329,1688094,72,74
2017-03-03,282649,246274,528923,1009265,736654,1745919,87,73
2017-03-06,251527,189237,440764,1035292,746571,1781863,75,72
2017-03-07,184566,135332,319898,1044474,758349,1802823,73,73
2017-03-08,182057,151157,333214,1043734,762902,1806636,83,73
2017-03-09,323020,241060,564080,1067087,769971,1837058,75,72
2017-03-10,210966,158253,369219,1082055,774690,1856745,75,72
2017-03-13,372299,289065,661364,1056194,777715,1833909,78,74
2017-03-14,225683,176960,402643,1061570,768399,1829969,78,72
2017-03-15,236385,204763,441148,1068656,773664,1842320,87,72
2017-03-16,409256,286563,695819,1042661,767159,1809820,70,74
2017-03-17,375680,308427,684107,1070720,764737,1835457,82,71
2017-03-20,305069,243015,548084,1062753,756951,1819704,80,71
2017-03-21,294847,223363,518210,1042177,743724,1785901,76,71
2017-03-22,372034,318069,690103,731546,531524,1263070,85,73
2017-03-23,353429,284294,637723,786922,565581,1352503,80,72
2017-03-24,359532,290178,649710,794831,590114,1384945,81,74
2017-03-27,307309,217572,524881,814400,593557,1407957,71,73
2017-03-28,193441,156503,349944,850478,611640,1462118,81,72
2017-03-29,217783,158773,376556,870902,625787,1496689,73,72
2017-03-30,266730,223227,489957,924332,644841,1569173,84,70
2017-03-31,198458,138622,337080,914029,655970,1569999,70,72
2017-04-05,382016,282832,664848,885985,668615,1554600,74,75
2017-04-06,290062,225769,515831,884560,685378,1569938,78,77
2017-04-07,236452,200988,437440,895694,698782,1594476,85,78
2017-04-10,179043,138891,317934,915200,700619,1615819,78,77
2017-04-11,451857,379865,831722,966587,706091,1672678,84,73
2017-04-12,280284,213062,493346,993309,715373,1708682,76,72
2017-04-13,185054,150771,335825,1006063,726212,1732275,81,72
2017-04-14,323883,272286,596169,1065931,744889,1810820,84,70
2017-04-17,320158,257531,577689,1114793,761246,1876039,80,68
2017-04-18,204647,159913,364560,1137403,763211,1900614,78,67
2017-04-19,428626,372071,800697,1200167,767383,1967550,87,64
2017-04-20,288465,238322,526787,1185821,757678,1943499,83,64
2017-04-21,345653,275327,620980,1155842,747246,1903088,80,65
2017-04-24,366845,280138,646983,1160911,756403,1917314,76,65
2017-04-25,306318,204001,510319,1113839,742150,1855989,67,67
2017-04-26,396603,273904,670507,853685,613242,1466927,69,72
2017-04-27,344928,296191,641119,909902,642393,1552295,86,71
2017-04-28,233648,170990,404638,951498,658955,1610453,73,69
2017-05-02,162551,137608,300159,977833,673823,1651656,85,69
2017-05-03,207817,174974,382791,1018474,698606,1717080,84,69
2017-05-04,257013,207595,464608,1052133,723227,1775360,81,69
2017-05-05,384974,397063,782037,1100312,738393,1838705,103,67
2017-05-08,275751,265297,541048,1114526,745189,1859715,96,67
2017-05-09,177972,165484,343456,1130943,762558,1893501,93,67
2017-05-10,278019,221859,499878,1108971,758747,1867718,80,68
2017-05-11,295624,232984,528608,1095471,765760,1861231,79,70
2017-05-12,567503,412252,979755,991170,771702,1762872,73,78
2017-05-15,429075,276265,705340,957073,789381,1746454,64,82
2017-05-16,311648,233617,545265,964991,797138,1762129,75,83
2017-05-17,248580,186366,434946,972439,806960,1779399,75,83
2017-05-18,263562,254393,517955,990907,801812,1792719,97,81
2017-05-19,194544,166784,361328,991055,808007,1799062,86,82
2017-05-22,358630,241731,600361,960067,815994,1776061,67,85
2017-05-23,658939,377874,1036813,904908,841477,1746385,57,93
2017-05-24,491958,310406,802364,785635,663101,1448736,63,84
2017-05-25,929700,642596,1572296,737548,776693,1514241,69,105
2017-05-26,616745,424688,1041433,736247,799828,1536075,69,109
2017-05-31,601114,387625,988739,752537,835912,1588449,64,111
2017-06-01,386648,261785,648433,766471,865518,1631989,68,113
2017-06-02,384807,280235,665042,796813,885709,1682522,73,111
2017-06-05,351040,308038,659078,830597,871787,1702384,88,105
2017-06-06,333931,230312,564243,850913,890124,1741037,69,105
2017-06-07,493440,301508,794948,843328,904586,1747914,61,107
2017-06-08,429446,274922,704368,834101,932439,1766540,64,112
2017-06-09,583391,380919,964310,782388,950681,1733069,65,122
2017-06-12,430211,323443,753654,792260,987352,1779612,75,125
2017-06-13,341698,277138,618836,810968,1003602,1814570,81,124
2017-06-14,404058,348658,752716,842207,967298,1809505,86,115
2017-06-15,402307,344355,746662,882325,934584,1816909,86,106
2017-06-16,321251,218474,539725,904159,928529,1832688,68,103
2017-06-19,473013,340442,813455,899720,935433,1835153,72,104
2017-06-20,374605,280419,655024,916742,942393,1859135,75,103
2017-06-21,493569,356800,850369,901280,962826,1864106,72,107
2017-06-22,886530,578517,1465047,816873,988123,1804996,65,121
2017-06-23,552981,397034,950015,806216,1005372,1811588,72,125
2017-06-26,647523,370336,1017859,785321,1029134,1814455,57,131
2017-06-27,467327,314761,782088,762769,1035514,1798283,67,136
2017-06-28,472762,293734,766496,636521,635718,1272239,62,100
2017-06-29,365471,281269,646740,674797,694148,1368945,77,103
2017-06-30,283593,218495,502088,707691,720877,1428568,77,102
2017-07-03,301469,254944,556413,727316,744788,1472104,85,102
2017-07-04,333434,271182,604616,761456,736535,1497991,81,97
2017-07-05,492743,341054,833797,753115,775574,1528689,69,103
2017-07-06,487366,323492,810858,761904,798124,1560028,66,105
2017-07-07,309393,234314,543707,793462,819668,1613130,76,103
2017-07-10,354357,255336,609693,795546,843149,1638695,72,106
2017-07-11,743787,535563,1279350,736607,855983,1592590,72,116
2017-07-12,740646,542862,1283508,741134,879291,1620425,73,119
2017-07-13,574348,406459,980807,742440,926778,1669218,71,125
2017-07-14,699917,479907,1179824,741770,957240,1699010,69,129
2017-07-17,989590,676125,1665715,719074,994476,1713550,68,138
2017-07-18,648189,496918,1145107,754484,966611,1721095,77,128
2017-07-19,752410,512554,1264964,707839,967201,1675040,68,137
2017-07-20,602482,436805,1039287,757015,966566,1723581,73,128
2017-07-21,491255,351899,843154,777192,963831,1741023,72,124
2017-07-24,555191,412615,967806,770289,996122,1766411,74,129
2017-07-25,447997,307386,755383,762270,996266,1758536,69,131
2017-07-26,553069,419941,973010,691242,667753,1358995,76,97
2017-07-27,422857,356976,779833,746596,710208,1456804,84,95
2017-07-28,308462,258733,567195,781675,741627,1523302,84,95
2017-07-31,315858,259841,575699,813790,769105,1582895,82,95
2017-08-01,482922,377093,860015,784690,802850,1587540,78,102
2017-08-02,493147,393703,886850,793755,832238,1625993,80,105
2017-08-03,498832,366256,865088,863194,835089,1698283,73,97
2017-08-04,414168,340502,754670,900946,831309,1732255,82,92
2017-08-07,356726,292420,649146,927856,829820,1757676,82,89
2017-08-08,341305,258225,599530,936359,834994,1771353,76,89
2017-08-09,353952,272884,626836,935648,832846,1768494,77,89
2017-08-10,613230,497007,1110237,937445,825115,1762560,81,88
2017-08-11,618952,531621,1150573,977063,797998,1775061,86,82
2017-08-14,514881,399417,914298,947034,802164,1749198,78,85
2017-08-15,498325,361691,860016,930452,814945,1745397,73,88
2017-08-16,332430,280537,612967,952451,820890,1773341,84,86
2017-08-17,336569,278447,615016,953209,824503,1777712,83,86
2017-08-18,429375,342198,771573,930737,829538,1760275,80,89
2017-08-21,374748,290143,664891,929139,819611,1748750,77,88
2017-08-22,489006,336027,825033,878214,822642,1700856,69,94
2017-08-23,608192,340107,948299,611944,623550,1235494,56,102
2017-08-24,472290,370893,843183,685259,692158,1377417,79,101
2017-08-25,644810,496290,1141100,665286,759242,1424528,77,114
2017-08-28,746657,550614,1297271,665012,803650,1468662,74,121
2017-08-29,379153,255981,635134,707269,824847,1532116,68,117
2017-08-30,497880,334944,832824,739723,868925,1608648,67,117
2017-08-31,442978,334250,777228,797987,876346,1674333,75,110
2017-09-01,436789,311032,747821,836422,898753,1735175,71,107
2017-09-04,289529,216493,506022,871955,915873,1787828,75,105
2017-09-05,433979,277535,711514,875947,932840,1808787,64,106
2017-09-06,395599,251527,647126,912324,936659,1848983,64,103
2017-09-07,400669,271515,672184,926038,936139,1862177,68,101
2017-09-08,376885,261229,638114,955517,932420,1887937,69,98
2017-09-11,442975,305033,748008,1002622,936725,1939347,69,93
2017-09-12,429357,276446,705803,1028336,946293,1974629,64,92
2017-09-13,326797,177498,504295,1061414,953962,2015376,54,90
2017-09-14,482492,304258,786750,1048668,935108,1983776,63,89
2017-09-15,424244,279245,703489,1060719,933397,1994116,66,88
2017-09-18,514703,342376,857079,1062862,943086,2005948,67,89
2017-09-19,455969,280419,736388,1070408,937484,2007892,61,88
2017-09-20,331333,214423,545756,1080374,941717,2022091,65,87
2017-09-21,409834,277266,687100,1073277,946340,2019617,68,88
2017-09-22,377070,244048,621118,1065841,940253,2006094,65,88
2017-09-25,358020,238161,596181,1059941,936979,1996920,67,88
2017-09-26,329356,189599,518955,1035032,928056,1963088,58,90
2017-09-27,380705,215275,595980,730439,570126,1300565,57,78
2017-09-28,319118,219025,538143,808448,608704,1417152,69,75
2017-09-29,303022,200803,503825,853042,642436,1495478,66,75
2017-10-09,611421,380575,991996,853245,669016,1522261,62,78
2017-10-10,448081,289684,737765,921492,693783,1615275,65,75
2017-10-11,363362,194406,557768,911940,700309,1612249,54,77
2017-10-12,305794,187453,493247,901360,714941,1616301,61,79
2017-10-13,241432,142289,383721,913226,721547,1634773,59,79
2017-10-16,430291,267279,697570,879354,724440,1603794,62,82
2017-10-17,312225,199481,511706,884138,724341,1608479,64,82
2017-10-18,444851,276386,721237,816508,729212,1545720,62,89
2017-10-19,426364,249264,675628,820766,737797,1558563,58,90
2017-10-20,345830,248112,593942,838021,739546,1577567,72,88
2017-10-23,313052,184687,497739,834736,744341,1579077,59,89
2017-10-24,592148,319722,911870,775119,780222,1555341,54,101
2017-10-25,461486,259079,720565,585001,606398,1191399,56,104
2017-10-26,599039,451094,1050133,599526,658753,1258279,75,110
2017-10-27,675187,511376,1186563,623595,718737,1342332,76,115
2017-10-30,661698,466059,1127757,642783,735679,1378462,70,114
2017-10-31,311481,244351,555832,677220,751136,1428356,78,111
2017-11-01,591732,394275,986007,694656,769127,1463783,67,111
2017-11-02,389116,287427,676543,713440,779901,1493341,74,109
2017-11-03,406059,331074,737133,732239,786939,1519178,82,107
2017-11-06,336727,252485,589212,762397,802851,1565248,75,105
2017-11-07,705961,482089,1188050,709556,813397,1522953,68,115
2017-11-08,745447,485585,1231032,729524,843396,1572920,65,116
2017-11-09,448214,335168,783382,757955,853156,1611111,75,113
2017-11-10,886673,551373,1438046,685694,904080,1589774,62,132
2017-11-13,669791,464504,1134295,688608,940941,1629549,69,137
2017-11-14,562933,439283,1002216,736423,952746,1689169,78,129
2017-11-15,532741,409068,941809,787754,950607,1738361,77,121
2017-11-16,647352,457670,1105022,759297,961122,1720419,71,127
2017-11-17,1066165,666340,1732505,670802,982198,1653000,62,146
2017-11-20,1030607,690981,1721588,673189,1012623,1685812,67,150
2017-11-21,1234967,754956,1989923,635393,1048262,1683655,61,165
2017-11-22,913299,608176,1521475,592817,800070,1392887,67,135
2017-11-23,894317,632320,1526637,733374,823865,1557239,71,112
2017-11-24,873111,728058,1601169,782817,820139,1602956,83,105
2017-11-27,826365,629313,1455678,834777,829752,1664529,76,99
2017-11-28,580522,474875,1055397,898237,850925,1749162,82,95
2017-11-29,758161,617392,1375553,954496,863109,1817605,81,90
2017-11-30,686114,523404,1209518,1000452,873138,1873590,76,87
2017-12-01,631920,591880,1223800,1029663,847143,1876806,94,82
2017-12-04,651756,494929,1146685,1010660,856833,1867493,76,85
2017-12-05,877486,643232,1520718,953496,880347,1833843,73,92
2017-12-06,746478,663016,1409494,997340,890097,1887437,89,89
2017-12-07,656493,543248,1199741,1029976,888346,1918322,83,86
2017-12-08,632153,494748,1126901,1043461,902907,1946368,78,87
2017-12-11,497031,383581,880612,1039536,913575,1953111,77,88
2017-12-12,559865,441813,1001678,1076835,931484,2008319,79,87
2017-12-13,630714,516816,1147530,1090505,933242,2023747,82,86
2017-12-14,505097,458800,963897,1093646,933396,2027042,91,85
2017-12-15,650354,572764,1223118,1122375,935229,2057604,88,83
2017-12-18,592697,544519,1137216,1133505,929164,2062669,92,82
2017-12-19,740515,501825,1242340,1083948,936917,2020865,68,86
2017-12-20,672038,488168,1160206,1074597,942906,2017503,73,88
2017-12-21,783777,529209,1312986,1064103,949537,2013640,68,89
2017-12-22,443917,299071,742988,1102165,944964,2047129,67,86
2017-12-25,773491,517634,1291125,1086430,924836,2011266,67,85
2017-12-26,620833,463887,1084720,1072634,922495,1995129,75,86
2017-12-27,678419,558138,1236557,764144,562709,1326853,82,74
2017-12-28,619301,465693,1084994,816607,604977,1421584,75,74
2017-12-29,432873,290595,723468,845421,627022,1472443,67,74
2018-01-02,633006,442241,1075247,816327,659717,1476044,70,81
2018-01-03,803843,561355,1365198,823816,693536,1517352,70,84
2018-01-04,442119,337471,779590,831621,722778,1554399,76,87
2018-01-05,421554,335530,757084,832773,747358,1580131,80,90
2018-01-08,435278,335490,770768,844846,780010,1624856,77,92
2018-01-09,536268,458346,994614,822730,804727,1627457,85,98
2018-01-10,764076,634436,1398512,804980,849773,1654753,83,106
2018-01-11,650540,453762,1104302,827049,883188,1710237,70,107
2018-01-12,665120,495435,1160555,814769,927940,1742709,74,114
2018-01-15,1109116,707267,1816383,798765,979178,1777943,64,123
2018-01-16,798829,523308,1322137,827519,998773,1826292,66,121
2018-01-17,1386398,923379,2309777,802264,1036461,1838725,67,129
2018-01-18,882066,544009,1426075,815155,1042515,1857670,62,128
2018-01-19,1042081,692865,1734946,800935,1070141,1871076,66,134
2018-01-22,722730,594248,1316978,808248,1073109,1881357,82,133
2018-01-23,969106,649676,1618782,788056,1090480,1878536,67,138
2018-01-24,999390,651243,1650633,647790,706612,1354402,65,109
2018-01-25,776237,618912,1395149,717502,805108,1522610,80,112
2018-01-26,633928,489101,1123029,756775,844075,1600850,77,112
2018-01-29,676034,565385,1241419,831977,866780,1698757,84,104
2018-01-30,604152,486223,1090375,863142,863361,1726503,80,100
2018-01-31,554223,424829,979052,888021,854390,1742411,77,96
2018-02-01,569279,420205,989484,892065,875786,1767851,74,98
2018-02-02,573087,455973,1029060,909987,890556,1800543,80,98
2018-02-05,594009,438857,1032866,899658,929107,1828765,74,103
2018-02-06,819963,725441,1545404,969961,896951,1866912,88,92
2018-02-07,1058222,970611,2028833,1025521,840710,1866231,92,82
2018-02-08,1063718,934618,1998336,1114271,747980,1862251,88,67
2018-02-09,1234724,1049411,2284135,1049613,566983,1616596,85,54
2018-02-12,822245,565457,1387702,1057866,561472,1619338,69,53
2018-02-13,622626,476802,1099428,1031547,568896,1600443,77,55
2018-02-14,358295,282596,640891,1026837,588887,1615724,79,57
2018-02-22,425346,388735,814081,1014104,631034,1645138,91,62
2018-02-23,496721,415952,912673,1008950,654694,1663644,84,65
2018-02-26,554878,495132,1050010,1023658,672472,1696130,89,66
2018-02-27,574343,540895,1115238,1044296,685451,1729747,94,66
2018-02-28,540996,553490,1094486,726430,533069,1259499,102,73
2018-03-01,455895,425756,881651,799562,565887,1365449,93,71
2018-03-02,374976,342961,717937,834491,585302,1419793,91,70
2018-03-05,425777,388089,813866,860015,610050,1470065,91,71
2018-03-06,480084,398394,878478,885686,616159,1501845,83,70
2018-03-07,530804,383471,914275,912977,638601,1551578,72,70
2018-03-08,340018,266816,606834,917038,646473,1563511,78,70
2018-03-09,313883,271223,585106,936719,655334,1592053,86,70
2018-03-12,357254,257545,614799,980030,665224,1645254,72,68
2018-03-13,416033,299112,715145,996560,676899,1673459,72,68
2018-03-14,371080,314871,685951,1000852,673849,1674701,85,67
2018-03-15,326183,286914,613097,1007457,687731,1695188,88,68
2018-03-16,388307,354418,742725,1014292,693994,1708286,91,68
2018-03-19,388463,356616,745079,1012919,713244,1726163,92,70
2018-03-20,418485,351093,769578,1011918,724959,1736877,84,72
2018-03-21,515582,481122,996704,1019332,741804,1761136,93,73
2018-03-22,549494,553224,1102718,1029853,722969,1752822,101,70
2018-03-23,818394,914006,1732400,1026436,665392,1691828,112,65
2018-03-26,728742,741874,1470616,1045913,608986,1654899,102,58
2018-03-27,628316,550710,1179026,1097320,604418,1701738,88,55
2018-03-28,618399,670867,1289266,695197,420833,1116030,108,61
2018-03-29,692441,616734,1309175,761187,446325,1207512,89,59
2018-03-30,371732,320089,691821,825171,478161,1303332,86,58
2018-04-02,385647,314638,700285,848192,498888,1347080,82,59
2018-04-03,405451,371386,776837,868463,520985,1389448,92,60
2018-04-04,360573,304329,664902,884958,538012,1422970,84,61
2018-04-09,316182,274921,591103,910760,546378,1457138,87,60
2018-04-10,520546,411807,932353,879463,564873,1444336,79,64
2018-04-11,511971,413640,925611,883716,592319,1476035,81,67
2018-04-12,408939,358056,766995,942049,590866,1532915,88,63
2018-04-13,406994,396712,803706,980605,598853,1579458,97,61
2018-04-16,624614,617173,1241787,1015645,583493,1599138,99,57
2018-04-17,583072,578035,1161107,1048929,592169,1641098,99,56
2018-04-18,648408,555474,1203882,1085725,592964,1678689,86,55
2018-04-19,632070,493178,1125248,1045264,593315,1638579,78,57
2018-04-20,580318,541602,1121920,1032666,579270,1611936,93,56
2018-04-23,563026,511857,1074883,1037518,569999,1607517,91,55
2018-04-24,814815,620654,1435469,997846,571644,1569490,76,57
2018-04-25,451093,395753,846846,690653,431295,1121948,88,62
2018-04-26,448625,385117,833742,780013,464195,1244208,86,60
2018-04-27,546821,465529,1012350,866857,495168,1362025,85,57
2018-05-02,347051,260597,607648,915152,511848,1427000,75,56
2018-05-03,416879,312223,729102,934497,525632,1460129,75,56
2018-05-04,304832,256166,560998,965847,553615,1519462,84,57
2018-05-07,436116,306783,742899,967822,556022,1523844,70,57
2018-05-08,582669,446211,1028880,925634,572903,1498537,77,62
2018-05-09,338844,290747,629591,946706,593083,1539789,86,63
2018-05-10,379196,369011,748207,972834,623110,1595944,97,64
2018-05-11,363924,304023,667947,982400,639796,1622196,84,65
2018-05-14,511139,403540,914679,969025,662086,1631111,79,68
2018-05-15,452715,377038,829753,992663,672506,1665169,83,68
2018-05-16,515508,444866,960374,981398,656335,1637733,86,67
2018-05-17,529524,427659,957183,1001890,653630,1655520,81,65
2018-05-18,766727,541858,1308585,1012541,673447,1685988,71,67
2018-05-21,682052,492669,1174721,1035541,682561,1718102,72,66
2018-05-22,575677,473889,1049566,1056196,676760,1732956,82,64
2018-05-23,554722,471763,1026485,818907,498153,1317060,85,61
2018-05-24,402138,331211,733349,893841,545168,1439009,82,61
2018-05-25,395308,294204,689512,928288,565279,1493567,74,61
2018-05-28,363825,257115,620940,974057,581066,1555123,71,60
2018-05-29,428644,335615,764259,1001947,594566,1596513,78,59
2018-05-30,553958,559114,1113072,1023703,597659,1621362,101,58
2018-05-31,535835,432270,968105,1032117,617644,1649761,81,60
2018-06-01,406459,338338,744797,1036081,630038,1666119,83,61
2018-06-04,469698,371238,840936,1003675,648151,1651826,79,65
2018-06-05,367677,297509,665186,1001807,665992,1667799,81,66
2018-06-06,248343,219832,468175,1023247,677788,1701035,89,66
2018-06-07,419087,363165,782252,1007739,689743,1697482,87,68
2018-06-08,441166,457572,898738,1024758,675414,1700172,104,66
2018-06-11,409909,384046,793955,1041951,683553,1725504,94,66
2018-06-12,513322,408352,921674,1011919,703919,1715838,80,70
2018-06-13,366738,314344,681082,1034407,710292,1744699,86,69
2018-06-14,531275,490147,1021422,1043342,727227,1770569,92,70
2018-06-15,438673,388717,827390,1056528,730546,1787074,89,69
2018-06-19,722961,679742,1402703,1117599,705176,1822775,94,63
2018-06-20,695690,606837,1302527,1136689,688179,1824868,87,61
2018-06-21,720847,608183,1329030,1100440,676901,1777341,84,62
2018-06-22,561534,588595,1150129,1129437,663958,1793395,105,59
2018-06-25,686762,666958,1353720,1156207,638701,1794908,97,55
2018-06-26,862474,1014668,1877142,1225074,594614,1819688,118,49
2018-06-27,818155,884068,1702223,731047,489647,1220694,108,67
2018-06-28,702844,710714,1413558,829470,521270,1350740,101,63
2018-06-29,565222,480961,1046183,846286,540320,1386606,85,64
2018-07-02,768643,786375,1555018,916774,532978,1449752,102,58
2018-07-03,941595,916567,1858162,1016485,588168,1604653,97,58
2018-07-04,556683,580695,1137378,1045476,627911,1673387,104,60
2018-07-05,561998,560374,1122372,1058035,646169,1704204,100,61
2018-07-06,798634,650031,1448665,1069330,673921,1743251,81,63
2018-07-09,716342,625632,1341974,1035678,700571,1736249,87,68
2018-07-10,552937,511830,1064767,1044128,723479,1767607,93,69
2018-07-11,612377,659218,1271595,1058090,739303,1797393,108,70
2018-07-12,782801,703277,1486078,1038910,765536,1804446,90,74
2018-07-13,406219,382415,788634,1049000,779261,1828261,94,74
2018-07-16,554221,528126,1082347,1063058,782368,1845426,95,74
2018-07-17,527073,517556,1044629,1086391,777226,1863617,98,72
2018-07-18,731133,653646,1384779,1086393,772128,1858521,89,71
2018-07-19,668127,618594,1286721,1085628,787473,1873101,93,73
2018-07-20,1326087,1079619,2405706,994092,781939,1776031,81,79
2018-07-23,996640,767681,1764321,949113,830481,1779594,77,88
2018-07-24,986214,725129,1711343,881209,893938,1775147,74,101
2018-07-25,635259,542618,1177877,649531,592184,1241715,85,91
2018-07-26,575427,474455,1049882,738880,599671,1338551,82,81
2018-07-27,482858,419197,902055,775482,616933,1392415,87,80
2018-07-30,640927,455616,1096543,830058,646568,1476626,71,78
2018-07-31,485664,326000,811664,859940,664420,1524360,67,77
2018-08-01,875475,682838,1558313,898992,665098,1564090,78,74
2018-08-02,1012898,1142597,2155495,984944,672613,1657557,113,68
2018-08-03,611250,693195,1304445,1032170,695597,1727767,113,67
2018-08-06,790146,789998,1580144,1105131,703087,1808218,100,64
2018-08-07,920449,690474,1610923,1057988,738716,1796704,75,70
2018-08-08,732619,567841,1300460,1091885,759942,1851827,78,70
2018-08-09,1084878,764934,1849812,1039096,788326,1827422,71,76
2018-08-10,744990,597341,1342331,1048209,801410,1849619,80,76
2018-08-13,907956,936439,1844395,1121783,791417,1913200,103,71
2018-08-14,769726,683347,1453073,1169486,801349,1970835,89,69
2018-08-15,895342,908599,1803941,1235913,775402,2011315,101,63
2018-08-16,1194598,1130181,2324779,1243189,772739,2015928,95,62
2018-08-17,1026562,989445,2016007,1243070,759668,2002738,96,61
2018-08-20,1141101,1070126,2211227,1237655,757858,1995513,94,61
2018-08-21,1070757,868197,1938954,1128119,761039,1889158,81,67
2018-08-22,670090,564929,1235019,747179,543352,1290531,84,73
2018-08-23,800770,667646,1468416,816648,591717,1408365,83,72
2018-08-24,688536,614504,1303040,835284,647123,1482407,89,77
2018-08-27,710251,558198,1268449,843179,702061,1545240,79,83
2018-08-28,433975,358558,792533,865372,708175,1573547,83,82
2018-08-29,320092,284451,604543,886750,718521,1605271,89,81
2018-08-30,437175,433932,871107,919133,730116,1649249,99,79
2018-08-31,570593,563457,1134050,962668,732714,1695382,99,76
2018-09-03,510399,536243,1046642,1007153,750316,1757469,105,74
2018-09-04,698965,616408,1315373,994688,772173,1766861,88,78
2018-09-05,640680,600482,1241162,1067887,783831,1851718,94,73
2018-09-06,714015,763992,1478007,1131508,790015,1921523,107,70
2018-09-07,785608,722458,1508066,1132279,809246,1941525,92,71
2018-09-10,512038,548249,1060287,1184882,817124,2002006,107,69
2018-09-11,667137,669535,1336672,1276407,825515,2101922,100,65
2018-09-12,744198,630710,1374908,1347658,841146,2188804,85,62
2018-09-13,806429,704499,1510928,1352536,859048,2211584,87,64
2018-09-14,718765,618882,1337647,1322374,872302,2194676,86,66
2018-09-17,609527,522538,1132065,1318281,875268,2193549,86,66
2018-09-18,1123490,896803,2020293,1222648,871317,2093965,80,71
2018-09-19,1260229,984676,2244905,1116284,884247,2000531,78,79
2018-09-20,774529,617476,1392005,1112934,891937,2004871,80,80
2018-09-21,1559461,1128711,2688172,953691,944257,1897948,72,99
2018-09-25,861809,703458,1565267,970491,940723,1911214,82,97
2018-09-26,1485658,938689,2424347,562644,631101,1193745,63,112
2018-09-27,628019,607893,1235912,641383,687423,1328806,97,107
2018-09-28,1012766,708178,1720944,692779,743438,1436217,70,107
2018-10-08,986338,903965,1890303,885062,716639,1601701,92,81
2018-10-09,746032,673076,1419108,943611,749848,1693459,90,79
2018-10-10,881374,747808,1629182,1028393,783075,1811468,85,76
2018-10-11,1300125,1429107,2729232,1186255,745176,1931431,110,63
2018-10-12,1231722,993432,2225154,1172964,798868,1971832,81,68
2018-10-15,925979,843130,1769109,1287024,819043,2106067,91,64
2018-10-16,1269387,963582,2232969,1331763,840273,2172036,76,63
2018-10-17,1660438,1270696,2931134,1440931,868167,2309098,77,60
2018-10-18,1278273,1110937,2389210,1590148,871591,2461739,87,55
2018-10-19,1940537,1386153,3326690,1460784,872359,2333143,71,60
2018-10-22,2382291,1349686,3731977,1161966,899503,2061469,57,77
2018-10-23,1497194,1156238,2653432,1306598,856877,2163475,77,66
2018-10-24,1606533,1145958,2752491,829565,626334,1455899,71,76
2018-10-25,907176,932939,1840115,893840,691330,1585170,103,77
2018-10-26,815528,645012,1460540,971754,727373,1699127,79,75
2018-10-29,831386,787263,1618649,1120371,769164,1889535,95,69
2018-10-30,948917,684304,1633221,1137742,792357,1930099,72,70
2018-10-31,770294,592333,1362627,1124721,801521,1926242,77,71
2018-11-01,865053,696551,1561604,1101580,809623,1911203,81,73
2018-11-02,1164763,891709,2056472,998023,872285,1870308,77,87
2018-11-05,642066,583683,1225749,1070010,858315,1928325,91,80
2018-11-06,534586,489632,1024218,1128348,875080,2003428,92,78
2018-11-07,750314,633631,1383945,1174765,921530,2096295,84,78
2018-11-08,572516,491354,1063870,1194322,947517,2141839,86,79
2018-11-09,688443,606334,1294777,1336980,941358,2278338,88,70
2018-11-12,534495,434547,969042,1377196,974127,2351323,81,71
2018-11-13,751182,657127,1408309,1374342,988691,2363033,87,72
2018-11-14,652046,504672,1156718,1418784,1007590,2426374,77,71
2018-11-15,691295,522128,1213423,1408642,1039128,2447770,76,74
2018-11-16,852185,673235,1525420,1399161,1044361,2443522,79,75
2018-11-19,750292,669623,1419915,1336756,1080092,2416848,89,81
2018-11-20,765012,642169,1407181,1393174,1072521,2465695,84,77
2018-11-21,609412,550551,1159963,1411527,1092560,2504087,90,77
2018-11-22,722038,608571,1330609,1429048,1073427,2502475,84,75
